ID,Block_Name,Block_RV,Estate_ID
"SWKB1412","Richland House, Goldsmith Road 1-24(C)",136,"SWKE0259"
"SWKB1413","Richmond House, East Street 1(C), 3-30(C)",169,"SWKE0200"
"SWKB1414","Rignold House, Mcneil Road 1-16(C)",120,"SWKE0210"
"SWKB1415","Rill House, Harris Street 1-19(C)",112,"SWKE0129"
"SWKB1416","Ringmer House, Pytchley Road 1-12(C)",80,"SWKE0120"
"SWKB1417","Ringsfield House, East Street 1-24(C)",143,"SWKE0248"
"SWKB1418","Ripley House, Rushworth Street 1-12(C)",54,"SWKE0292"
"SWKB1419","Risdon House, Albion Street 1-9(C); Albion Street 36-52(E)",95,"SWKE0287"
"SWKB1420","Riseholme House, Albrighton Road 1-38(C)",241,"SWKE0120"
"SWKB1421","Ritchie House, Moodkee Street 1-36(C)",204,"SWKE0188"
"SWKB1422","Rivet House, Coopers Road 1-32(C)",224,"SWKE0017"
"SWKB1423","Robert Bell House, Rouel Road 1-8(C)",48,"SWKE0136"
"SWKB1424","Robert Bell House, Rouel Road 9-16(C)",48,"SWKE0136"
"SWKB1425","Robert Jones House, Rouel Road 1-8(C)",48,"SWKE0136"
"SWKB1426","Robert Jones House, Rouel Road 9-16(C)",48,"SWKE0136"
"SWKB1427","Robert Keen Close 1-12(C)",60,"SWKE0238"
"SWKB1428","Rochester House, Manciple Street 1-21(C)",128,"SWKE0329"
"SWKB1429","Rochester House, Manciple Street 22-42(C)",128,"SWKE0329"
"SWKB1430","Rock Grove Way 1-41(C)",233,"SWKE0291"
"SWKB1431","Rock Grove Way 42-60(C)",96,"SWKE0291"
"SWKB1432","Rockingham Street 56-66(E)",36,"SWKE0289"
"SWKB1433","Rockingham Street 68-78(E)",36,"SWKE0289"
"SWKB1434","Rockingham Street 80-90(E)",36,"SWKE0289"
"SWKB1435","Rockingham Street 92-108(E)",54,"SWKE0289"
"SWKB1436","Rodney Road 109-143(O)",90,"SWKE0295"
"SWKB1437","Rodney Road 145-179(O)",90,"SWKE0295"
"SWKB1438","Rodney Road 181-203(O)",60,"SWKE0295"
"SWKB1439","Rodney Road 61-83(O)",60,"SWKE0295"
"SWKB1440","Rodney Road 85-107(O)",60,"SWKE0295"
"SWKB1441","Roman Way 1-24(C)",120,"SWKE0045"
"SWKB1442","Roper House, Bowen Drive 1-25(C)",165,"SWKE0201"
"SWKB1443","Rother House, Peckham Rye 13A & 1-64(C)",398,"SWKE0294"
"SWKB1444","Rotherhithe Old Road 22-88(E)",246,"SWKE0177"
"SWKB1445","Rothsay Street 21-31(O)",39,"SWKE0167"
"SWKB1446","Rothsay Street 33-43(O)",39,"SWKE0167"
"SWKB1447","Rothsay Street 45-55(O)",39,"SWKE0167"
"SWKB1448","Roundell House, Bowen Drive 1-25(C)",165,"SWKE0201"
"SWKB1449","Rowan Court, Garnies Close 1-25(C)",150,"SWKE0254"
"SWKB1450","Rowan Court, Garnies Close 26-49(C)",162,"SWKE0254"
"SWKB1451","Rowland Hill House, Nelson Square 52-156(C), 52A,61A,61B ; Union Street 243",583,"SWKE0249"
"SWKB1452","Royston House, Green Hundred Road 17-23(C)",44,"SWKE0145"
"SWKB1453","Royston House, Green Hundred Road 1-8(C)",48,"SWKE0145"
"SWKB1454","Royston House,Green Hundred Road 9-16(C)",48,"SWKE0145"
"SWKB1455","Rudbeck House, Radnor Road 17-24(C)",52,"SWKE0217"
"SWKB1456","Rudbeck House, Radnor Road 1-8(C)",52,"SWKE0217"
"SWKB1457","Rudbeck House, Radnor Road 25-32(C)",49,"SWKE0217"
"SWKB1458","Rudbeck House, Radnor Road 9-16(C)",52,"SWKE0217"
"SWKB1459","Rudge House, Llewellyn Street 1-27(C)",186,"SWKE0112"
"SWKB1460","Rufus House, Abbey Street 1-32(C)",192,"SWKE0316"
"SWKB1461","Rumball House, Harris Street 1-24(C)",136,"SWKE0129"
"SWKB1462","Rumford House, Bath Terrace 1-25(C); Bath Terrace 29",163,"SWKE0288"
"SWKB1463","Russell Court, Heaton Road 1-44(C)",223,"SWKE0293"
"SWKB1464","Russia Dock Road 14-23(C)",50,"SWKE0116"
"SWKB1465","Rutley Close 1-38(C)",266,"SWKE0041"
"SWKB1466","Rye Hill Park 122-208(E)",253,"SWKE0294"
"SWKB1467","Rye Hill Park 210-296(E)",253,"SWKE0294"
"SWKB1468","Rye Hill Park 2-32(E)",116,"SWKE0294"
"SWKB1469","Rye Hill Park 34-120(E)",253,"SWKE0294"
"SWKB1470","Rye House, Swan Road 1-20(C)",116,"SWKE0327"
"SWKB1471","Ryegates, Caulfield Road 1-27(C)",156,"SWKE0042"
"SWKB1472","Salisbury Close 13-16(C)",25,"SWKE0295"
"SWKB1473","Salisbury Close 1-6(C)",36,"SWKE0295"
"SWKB1474","Salisbury Close 17-20(C)",25,"SWKE0295"
"SWKB1475","Salisbury Close 21-24(C)",25,"SWKE0295"
"SWKB1476","Salisbury Close 25-28(C)",25,"SWKE0295"
"SWKB1477","Salisbury Close 7-12(C)",36,"SWKE0295"
"SWKB1478","Salisbury Terrace 5-7(C)",16,"SWKE0027"
"SWKB1479","Sandby House, Peckham Road 1-17(C)",108,"SWKE0156"
"SWKB1480","Sandwich House, Swan Road 1-20(C)",116,"SWKE0327"
"SWKB1481","Sarnsfield House, Pencraig Way 1-56(C)",335,"SWKE0208"
"SWKB1482","Sassoon House, St Marys Road 1-20(C)",109,"SWKE0296"
"SWKB1483","Sawyer House, Seeley Drive 1-25(C)",152,"SWKE0201"
"SWKB1484","Scotia Court, Renforth Street 1-18(C)",129,"SWKE0056"
"SWKB1485","Scylla Road 17-41(O)",81,"SWKE0088"
"SWKB1486","Scylla Road 43-67(O)",81,"SWKE0088"
"SWKB1487","Scylla Road 60-82(E)",55,"SWKE0251"
"SWKB1488","Seaford House, Swan Road 1-20(C)",120,"SWKE0327"
"SWKB1489","Seal House, Weston Street 1-20(C)",120,"SWKE0329"
"SWKB1490","Searson House, Wesley Close 1-25(C)",143,"SWKE0253"
"SWKB1491","Sedgmoor Place 126-136(E)",42,"SWKE0174"
"SWKB1492","Sedgmoor Place 40-42(E) & 48",19,"SWKE0174"
"SWKB1493","Sedgmoor Place 68-70(E) & 112-114(E)",26,"SWKE0174"
"SWKB1494","Sedgmoor Place 88 & 110, 30-32(E)",20,"SWKE0174"
"SWKB1495","Seeley Drive 21-35(C)",81,"SWKE0201"
"SWKB1496","Seeley Drive 36-50(C)",81,"SWKE0201"
"SWKB1497","Selbourne House, Great Dover Street 17-24(C)",48,"SWKE0329"
"SWKB1498","Selbourne House, Great Dover Street 1-8(C)",51,"SWKE0329"
"SWKB1499","Selbourne House, Great Dover Street 25-32(C)",48,"SWKE0329"
"SWKB1500","Selbourne House, Great Dover Street 33-40(C)",48,"SWKE0329"
"SWKB1501","Selbourne House, Great Dover Street 41-47(C)",46,"SWKE0329"
"SWKB1502","Selbourne House, Great Dover Street 9-16(C)",48,"SWKE0329"
"SWKB1503","Setchell Way 2-64(E)",150,"SWKE0299"
"SWKB1504","Setchell Way 29-39(O)",32,"SWKE0299"
"SWKB1505","Setchell Way 3-27(O)",89,"SWKE0299"
"SWKB1506","Setchell Way 66-80(E)",37,"SWKE0299"
"SWKB1507","Setchell Way 82-98(E)",45,"SWKE0299"
"SWKB1508","Shackleton Court, Croxted Road 1-12(C)",70,"SWKE0105"
"SWKB1509","Shaftesbury Court, Denmark Hill 1-12(C)",70,"SWKE0109"
"SWKB1510","Shaftesbury Court, Denmark Hill 13-24(C)",88,"SWKE0109"
"SWKB1511","Shaftesbury Court, Denmark Hill 25-36(C)",68,"SWKE0109"
"SWKB1512","Shalford House, Law Street 1-35(C)",220,"SWKE0329"
"SWKB1513","Shannon Court, Garnies Close 1-11(C)",65,"SWKE0254"
"SWKB1514","Sharsted Street 24A-24F(C)",36,"SWKE0300"
"SWKB1515","Sharsted Street 26A-26F(C)",36,"SWKE0300"
"SWKB1516","Sheldrake House, Tawny Way 1-14(C)",92,"SWKE0261"
"SWKB1517","Shelley House, Browning Street 1-20(C)",135,"SWKE0048"
"SWKB1518","Shere House, Great Dover Street 16-23(C)",48,"SWKE0329"
"SWKB1519","Shere House, Great Dover Street 1-7(C)",46,"SWKE0329"
"SWKB1520","Shere House, Great Dover Street 24-31(C)",48,"SWKE0329"
"SWKB1521","Shere House, Great Dover Street 32-39(C)",48,"SWKE0329"
"SWKB1522","Shere House, Great Dover Street 40-47(C)",52,"SWKE0329"
"SWKB1523","Shere House, Great Dover Street 8-15(C)",48,"SWKE0329"
"SWKB1524","Sherston Court, Newington Butts 1-8(C), 19-26(C), 37-44(C), 55-57(C) ; Newington Butts 91-105(O)",181,"SWKE0119"
"SWKB1525","Shirley House, Picton Street 1-15(C)",61,"SWKE0129"
"SWKB1526","Shurland Gardens 1-20(C)",126,"SWKE0349"
"SWKB1527","Shurland Gardens 21-44(C)",144,"SWKE0349"
"SWKB1528","Shurland Gardens 45-68(C)",172,"SWKE0349"
"SWKB1529","Shurland Gardens 69-82(C)",84,"SWKE0349"
"SWKB1530","Sidmouth House, Commercial Way, 1-51(C)",325,"SWKE0217"
"SWKB1531","Siskin House, Tawny Way 1-17(C)",113,"SWKE0261"
"SWKB1532","Skenfrith House, Commercial Way 1-56(C)",336,"SWKE0208"
"SWKB1533","Slade Walk 1-58(C)",307,"SWKE0041"
"SWKB1534","Smeaton Court, Rockingham Street 1-54(C)",281,"SWKE0304"
"SWKB1535","Soane House, Roland Way 1-30(C)",139,"SWKE0189"
"SWKB1536","Soane House, Roland Way 31-35(C)",30,"SWKE0189"
"SWKB1537","Solomons Passage 1-15(C)",85,"SWKE0305"
"SWKB1538","Solomons Passage 16-29(C)",84,"SWKE0305"
"SWKB1539","Southampton Way 243 / Flats 1-8(C)",42,"SWKE0306"
"SWKB1540","Southborough House, Kinglake Street 1-20(C)",130,"SWKE0198"
"SWKB1541","Southborough House, Kinglake Street 21-30(C)",66,"SWKE0198"
"SWKB1542","Southdown House 1-18(C)",108,"SWKE0120"
"SWKB1543","Southey House, Browning Street 10A & 25A, & 1-38(C)",258,"SWKE0048"
"SWKB1544","Southwark Bridge Road 33 / Flats A-G(C); Southwark Bridge Road 35; Southwark Bridge Road 37/ Flats A-G(C)",76,"SWKE0262"
"SWKB1545","Southwark Park Estate, Southwark Park Road 1-16(C) & 1A, 27-54(C); Southwark Park Road 355-361(O)",295,"SWKE0308"
"SWKB1546","Southwark Park Estate, Southwark Park Road 17-26(C)",56,"SWKE0308"
"SWKB1547","Southwark Park Estate, Southwark Park Road 55-64(C)",56,"SWKE0308"
"SWKB1548","Southwark Park Road 10-48(E), 10B-48B(E), 12A-14A(E), 20A-22A(E), 28A-30A(E), 36A-38A(E), 44A-46A(E)",280,"SWKE0218"
"SWKB1549","Southwell House, Anchor Street 1-25(C)",139,"SWKE0227"
"SWKB1550","Spenlow House, Jamaica Road 1-57(C)",344,"SWKE0112"
"SWKB1551","Spenlow House, Jamaica Road 58-81(C); Jamaica Road 125-151(O)",194,"SWKE0112"
"SWKB1552","Springfield House, Lettsom Street 1-24(C)",120,"SWKE0210"
"SWKB1553","Springhill Close 5-13(C)",54,"SWKE0309"
"SWKB1554","St Andrews Close 1-19(C)",112,"SWKE0033"
"SWKB1555","St Davids Close 1-17(C)",97,"SWKE0033"
"SWKB1556","St Davids Mansions, Dunstans Road 1-8(C)",48,"SWKE0311"
"SWKB1557","St Helena Road 1-99(C)",597,"SWKE0302"
"SWKB1558","St James'S Road 89-95(O); Webster Road 1-15(O)",60,"SWKE0192"
"SWKB1559","St Johns Estate, Tower Bridge Road 1-40(C); Tower Bridge Road 182",256,"SWKE0312"
"SWKB1560","St Johns Estate, Tower Bridge Road 41-79(C); Fair Street 24-26(C)",251,"SWKE0312"
"SWKB1561","St Johns House, Lytham Street 1-20(C)",109,"SWKE0128"
"SWKB1562","St Johns House, Lytham Street 21-26(C)",33,"SWKE0128"
"SWKB1563","St Lawrence House, Purbrook Street 1-28(C)",168,"SWKE0316"
"SWKB1564","St Marks House, Phelp Street 1-20(C)",110,"SWKE0128"
"SWKB1565","St Marks House, Phelp Street 21-26(C)",33,"SWKE0128"
"SWKB1566","St Marys Estate, St Marychurch Street 1-21(C) ; St Marychurch Street 13",121,"SWKE0313"
"SWKB1567","St Marys Estate, St Marychurch Street 22-38(C)",101,"SWKE0313"
"SWKB1568","St Marys Road 19-35(O), 19A-35A(O)",108,"SWKE0314"
"SWKB1569","St Matthews House, Phelp Street, 1-29(C), Tra Hall",158,"SWKE0128"
"SWKB1570","St Olaves Estate, Druid Street 1-61(C)",360,"SWKE0315"
"SWKB1571","St Owen House, Abbey Street 1-36(C)",216,"SWKE0316"
"SWKB1572","St Peters House, Queens Row 1-10(C)",70,"SWKE0128"
"SWKB1573","St Peters House, Queens Row 11-20(C)",60,"SWKE0128"
"SWKB1574","St Peters House, Queens Row 21-30(C)",73,"SWKE0128"
"SWKB1575","St Peters House, Queens Row 31-40(C)",73,"SWKE0128"
"SWKB1576","St Peters House, Queens Row 41-50(C)",60,"SWKE0128"
"SWKB1577","St Peters House, Queens Row 51-60(C)",70,"SWKE0128"
"SWKB1578","St Stephens House, Phelp Street 1-20(C)",111,"SWKE0128"
"SWKB1579","St Stephens House, Phelp Street 21-26(C)",33,"SWKE0128"
"SWKB1580","St Vincent House, Fendall Street 1-72(C)",396,"SWKE0316"
"SWKB1581","Stacy Path 1-12(C)",84,"SWKE0129"
"SWKB1582","Stafford House, Coopers Road 1-12(C)",48,"SWKE0017"
"SWKB1583","Stagshaw House, Pytchley Road 1-27(C)",138,"SWKE0120"
"SWKB1584","Stanbury Road 56-66(E)",36,"SWKE0222"
"SWKB1585","Stanbury Road 68-78(E)",33,"SWKE0222"
"SWKB1586","Stanesgate House, Bird In Bush Road 1-8(C)",48,"SWKE0145"
"SWKB1587","Stanesgate House, Bird In Bush Road 9-16(C)",48,"SWKE0145"
"SWKB1588","Stanford Place 1-5(C); East Street 303-311(O)",55,"SWKE0087"
"SWKB1589","Stanford Place 6-15(C); Old Kent Road 152-170(E)",110,"SWKE0087"
"SWKB1590","Stansfeld House, Fort Road 1-49(C)",294,"SWKE0218"
"SWKB1591","Stansfeld House, Fort Road 50-71(C)",132,"SWKE0218"
"SWKB1592","Stansfeld House, Fort Road 72-102(C)",186,"SWKE0218"
"SWKB1593","Stanswood Gardens 1-20(C)",144,"SWKE0307"
"SWKB1594","Stanswood Gardens 21-42(C)",158,"SWKE0307"
"SWKB1595","Stanswood Gardens 43-66(C)",144,"SWKE0307"
"SWKB1596","Stanswood Gardens 67-72(C)",36,"SWKE0307"
"SWKB1597","Stanswood Gardens 73-96(C)",144,"SWKE0307"
"SWKB1598","Staunton House, Tatum Street 1-20(C)",120,"SWKE0011"
"SWKB1599","Staveley Close 1-18(C)",114,"SWKE0045"
"SWKB1600","Staveley Close 121-126(C)",30,"SWKE0045"
"SWKB1601","Staveley Close 127-132(C)",30,"SWKE0045"
"SWKB1602","Staveley Close 133-138(C)",30,"SWKE0045"
"SWKB1603","Staveley Close 139-144(C)",30,"SWKE0045"
"SWKB1604","Staveley Close 145-150(C)",30,"SWKE0045"
"SWKB1605","Staveley Close 25-30(C)",31,"SWKE0045"
"SWKB1606","Staveley Close 31-36(C)",31,"SWKE0045"
"SWKB1607","Staveley Close 37-42(C)",31,"SWKE0045"
"SWKB1608","Staveley Close 43-48(C)",31,"SWKE0045"
"SWKB1609","Staveley Close 49-54(C)",31,"SWKE0045"
"SWKB1610","Staveley Close 61-66(C)",31,"SWKE0045"
"SWKB1611","Staveley Close 67-72(C)",31,"SWKE0045"
"SWKB1612","Staveley Close 79-84(C)",31,"SWKE0045"
"SWKB1613","Staveley Close 85-90(C)",31,"SWKE0045"
"SWKB1614","Staveley Close 91-96(C)",31,"SWKE0045"
"SWKB1615","Staveley Close 97-102(C)",31,"SWKE0045"
"SWKB1616","Steen Way 1-13(O)",44,"SWKE0122"
"SWKB1617","Steen Way 2-4(E)",12,"SWKE0122"
"SWKB1618","Steen Way 6-14(E)",33,"SWKE0122"
"SWKB1619","Stephenson House, Bath Terrace 35A & 46A, 1-78(C)",512,"SWKE0288"
"SWKB1620","Stopford Road 1A-5A(O), 1B-5B(O), 3C-5C(O)",48,"SWKE0263"
"SWKB1621","Storks Road 75-81(O);Webster Road 17-31(O)",57,"SWKE0192"
"SWKB1622","Strickland Court, Fenwick Road 1-30(C)",190,"SWKE0123"
"SWKB1623","Strood House, Manciple Street 1-12(C)",84,"SWKE0329"
"SWKB1624","Strood House, Manciple Street 13-24(C)",85,"SWKE0329"
"SWKB1625","Strood House, Manciple Street 25-32(C)",56,"SWKE0329"
"SWKB1626","Stuart Road 31-41(O)",34,"SWKE0317"
"SWKB1627","Studland, Portland Street 1-54(C)",298,"SWKE0275"
"SWKB1628","Styles House, Hatfields 1-48(C)",240,"SWKE0318"
"SWKB1629","Suffield House, Berryfield Road 1-29(C)",159,"SWKE0008"
"SWKB1630","Sumner Road 198 / Flats 1-8(C)",42,"SWKE0320"
"SWKB1631","Sumner Road 20-30(E), 20A-30A(E)",72,"SWKE0319"
"SWKB1632","Sumner Road 236 / Flats 1-6(C)",30,"SWKE0321"
"SWKB1633","Sumner Road 258 / Flats 1-9(C)",45,"SWKE0322"
"SWKB1634","Sunningdale Close 1-19(C)",112,"SWKE0033"
"SWKB1635","Sunray Avenue 113-115(O)",14,"SWKE0323"
"SWKB1636","Sunray Avenue 17-27(O)",40,"SWKE0323"
"SWKB1637","Sunray Avenue 18-24(E)",28,"SWKE0324"
"SWKB1638","Sunray Avenue 26-32(E)",28,"SWKE0324"
"SWKB1639","Sunray Avenue 29-39(O)",42,"SWKE0323"
"SWKB1640","Sunray Avenue 34-40(E)",28,"SWKE0324"
"SWKB1641","Sunray Avenue 41-47(O)",28,"SWKE0323"
"SWKB1642","Sunray Avenue 42-48(E)",28,"SWKE0324"
"SWKB1643","Sunray Avenue 50-52(E)",14,"SWKE0324"
"SWKB1644","Sunray Avenue 58-60(E)",16,"SWKE0324"
"SWKB1645","Sunray Avenue 65-71(O)",32,"SWKE0323"
"SWKB1646","Sunray Avenue 81-87(O)",24,"SWKE0323"
"SWKB1647","Sunray Avenue 89-103(O)",48,"SWKE0323"
"SWKB1648","Sunray Avenue 9-15(O)",29,"SWKE0323"
"SWKB1649","Sunwell Close 16",6,"SWKE0092"
"SWKB1650","Sunwell Close 31-39(C)",51,"SWKE0092"
"SWKB1651","Surrey Square 28-30(E), 28A-28C(C), 30A-30C(C)",48,"SWKE0325"
"SWKB1652","Swan Mead 12-30(E) & 10",65,"SWKE0326"
"SWKB1653","Swan Mead 50-80(E)",108,"SWKE0326"
"SWKB1654","Swan Mead 82-104(E)",78,"SWKE0326"
"SWKB1655","Swanley House, Kinglake Street 1-30(C)",192,"SWKE0198"
"SWKB1656","Swinburne Court, Basingdon Way 10-21(C)",69,"SWKE0109"
"SWKB1657","Swinburne Court, Basingdon Way 1-9(C)",52,"SWKE0109"
"SWKB1658","Swinburne Court, Basingdon Way 22-33(C)",86,"SWKE0109"
"SWKB1659","Swinburne Court, Basingdon Way 34-45(C)",63,"SWKE0109"
"SWKB1660","Swinburne Court, Basingdon Way 46-57(C)",86,"SWKE0109"
"SWKB1661","Swinburne Court, Basingdon Way 58-69(C)",69,"SWKE0109"
"SWKB1662","Swinburne Court, Basingdon Way 70-78(C)",52,"SWKE0109"
"SWKB1663","Tabard House, Manciple Street 1-18(C)",105,"SWKE0329"
"SWKB1664","Tabard House, Manciple Street 19-36(C)",105,"SWKE0329"
"SWKB1665","Tabard Street 269-279(O)",30,"SWKE0167"
"SWKB1666","Tadworth House, Webber Street 1-27(C) & Playcentre",160,"SWKE0330"
"SWKB1667","Tapley House, Wolseley Street 1-17(C)",93,"SWKE0112"
"SWKB1668","Tappesfield Road 100-122(E)",72,"SWKE0331"
"SWKB1669","Tappesfield Road 20-34(E)",36,"SWKE0331"
"SWKB1670","Tappesfield Road 52-74(E)",72,"SWKE0331"
"SWKB1671","Tappesfield Road 76-98(E)",72,"SWKE0331"
"SWKB1672","Tatsfield House, Pardoner Street 1-12(C)",50,"SWKE0329"
"SWKB1673","Tayside Court, Basingdon Way 10-21(C)",69,"SWKE0109"
"SWKB1674","Tayside Court, Basingdon Way 1-9(C)",50,"SWKE0109"
"SWKB1675","Tayside Court, Basingdon Way 22-33(C)",86,"SWKE0109"
"SWKB1676","Tayside Court, Basingdon Way 34-45(C)",62,"SWKE0109"
"SWKB1677","Tayside Court, Basingdon Way 46-57(C)",86,"SWKE0109"
"SWKB1678","Tayside Court, Basingdon Way 58-69(C)",70,"SWKE0109"
"SWKB1679","Tayside Court, Basingdon Way 70-78(C)",52,"SWKE0109"
"SWKB1680","Teak Close 13-22(C)",50,"SWKE0116"
"SWKB1681","Telfer House, Seeley Drive, 1-30(C) & Tra Hall",192,"SWKE0201"
"SWKB1682","Telford House, Tiverton Street 1-42(C), 8A, 17A, 34A,",273,"SWKE0288"
"SWKB1683","Tennyson House, Browning Street 1-29(C)",189,"SWKE0048"
"SWKB1684","Tennyson House, Browning Street 30-48(C)",128,"SWKE0048"
"SWKB1685","Tenterden House, Kinglake Street 1-20(C)",123,"SWKE0198"
"SWKB1686","Terborch Way 1-5(O)",18,"SWKE0122"
"SWKB1687","Tern House, Grummant Road 1-16(C)",96,"SWKE0268"
"SWKB1688","Thames Court, Daniel Gardens 1-15(C)",108,"SWKE0254"
"SWKB1689","Thames Court, Daniel Gardens 16-33(C)",90,"SWKE0254"
"SWKB1690","Thames Court, Daniel Gardens 34-53(C)",118,"SWKE0254"
"SWKB1691","Thaxted Court, Abbeyfield Road 1-24(C)",148,"SWKE0001"
"SWKB1692","The Birches, Grove Park 1-8(C)",40,"SWKE0332"
"SWKB1693","The Limes, Grove Park 1-6(C)",30,"SWKE0332"
"SWKB1694","Therapia Road 18-22(E), 18A-22A(E), 20B & 20C",52,"SWKE0333"
"SWKB1695","Thetford Court, Sydenham Hill 1-11(C)",55,"SWKE0328"
"SWKB1696","Thetford House, Abbey Street 1-14(C)",84,"SWKE0316"
"SWKB1697","Thetford House, Abbey Street 15-28(C)",84,"SWKE0316"
"SWKB1698","Thetford House, Abbey Street 29-42(C)",84,"SWKE0316"
"SWKB1699","Thomson House, Beckway Street, 1-24(C) ; Alvey Tra",165,"SWKE0011"
"SWKB1700","Thorburn Square 11-15(C)",20,"SWKE0334"
"SWKB1701","Thorburn Square 16-23(C)",47,"SWKE0334"
"SWKB1702","Thorburn Square 1-9(C) & 10",52,"SWKE0334"
"SWKB1703","Thorburn Square 24-34(C)",62,"SWKE0334"
"SWKB1704","Thorburn Square 35-45(C)",62,"SWKE0334"
"SWKB1705","Thorburn Square 46-53(C)",47,"SWKE0334"
"SWKB1706","Thorburn Square 54-59(C)",36,"SWKE0334"
"SWKB1707","Thorburn Square 60-68(C)",51,"SWKE0334"
"SWKB1708","Thorburn Square 69-74(C)",30,"SWKE0334"
"SWKB1709","Thorburn Square 75-83(C)",51,"SWKE0334"
"SWKB1710","Thorburn Square 84-98(C)",83,"SWKE0334"
"SWKB1711","Thorn Ham House, Law Street 1-6(C)",39,"SWKE0167"
"SWKB1712","Thorn Ham House, Law Street 7-12(C)",40,"SWKE0167"
"SWKB1713","Thornton House, Townsend Street 1-30(C)",180,"SWKE0026"
"SWKB1714","Thurland House, Camilla Road 1-28(C)",196,"SWKE0227"
"SWKB1715","Tidworth House, Albrighton Road 1-22(C)",118,"SWKE0120"
"SWKB1716","Tilling House, Nunhead Crescent 1-36(C)",230,"SWKE0255"
"SWKB1717","Tisdall House, Barlow Street 1-12(C)",64,"SWKE0026"
"SWKB1718","Tisdall Place 17-19(O)",10,"SWKE0335"
"SWKB1719","Tissington Court 1-72(C) ; Surestart Rotherhithe ; Tenants Hall",393,"SWKE0336"
"SWKB1720","Tissington Court 73-134(C) & Warndon Street 2-3(C)",374,"SWKE0336"
"SWKB1721","Tomson House, Abbey Street 1-18(C)",126,"SWKE0316"
"SWKB1722","Torrens Court, Denmark Hill 1-12(C)",68,"SWKE0109"
"SWKB1723","Torrens Court, Denmark Hill 13-24(C)",86,"SWKE0109"
"SWKB1724","Torrens Court, Denmark Hill 25-36(C)",69,"SWKE0109"
"SWKB1725","Torridge Gardens 1-23(O)",48,"SWKE0294"
"SWKB1726","Tortington House, Bird In Bush Road 1-8(C)",48,"SWKE0145"
"SWKB1727","Tortington House, Bird In Bush Road 9-16(C)",48,"SWKE0145"
"SWKB1728","Tower Bridge Buildings, Mill Street 1-24(C); Dockhead 23-39(O)",167,"SWKE0337"
"SWKB1729","Tower Mill Road 83 / Flats 1-6(C)",36,"SWKE0338"
"SWKB1730","Townsend House, Strathnairn St 1-37(C)",217,"SWKE0339"
"SWKB1731","Trafalgar House, Bronti Close 1-62(C); Tenants Hall",374,"SWKE0248"
"SWKB1732","Tralee Court, Masters Drive 1-8(C)",56,"SWKE0033"
"SWKB1733","Trappes House, Camilla Road 1-36(C)",252,"SWKE0227"
"SWKB1734","Trent House, Peckham Rye 11A & 1-24(C)",163,"SWKE0294"
"SWKB1735","Trevelyan House, John Ruskin Street 1-63(C)",424,"SWKE0041"
"SWKB1736","Trevithick House,Galleywall Road 1-52(C)",299,"SWKE0286"
"SWKB1737","Troon Close 1-21(C)",129,"SWKE0033"
"SWKB1738","Trotwood House, Wilson Grove 1-16(C)",111,"SWKE0112"
"SWKB1739","Trundle House, Trundle Street 1-9(C)",55,"SWKE0206"
"SWKB1740","Tupman House, Llewellyn Street 1-47(C)",293,"SWKE0112"
"SWKB1741","Turnberry Close 1-17(C)",103,"SWKE0033"
"SWKB1742","Turner Court, Woodfarrs 1-8(C)",50,"SWKE0109"
"SWKB1743","Turner Court, Woodfarrs 9-17(C)",51,"SWKE0109"
"SWKB1744","Unity Court, Coopers Road 1-16(C)",96,"SWKE0091"
"SWKB1745","Unity Court, Coopers Road 17-31(C)",83,"SWKE0091"
"SWKB1746","Valois House, Grange Walk 1-40(C)",220,"SWKE0316"
"SWKB1747","Varley House, County Street 1-9(C)",48,"SWKE0288"
"SWKB1748","Vauban Estate, Vauban Street 1-25(C)",151,"SWKE0344"
"SWKB1749","Vauban Estate, Vauban Street 26-53(C)",169,"SWKE0344"
"SWKB1750","Vauban Estate, Vauban Street 54-82(C)",182,"SWKE0344"
"SWKB1751","Vauban Estate, Vauban Street 83-102(C)",132,"SWKE0344"
"SWKB1752","Vaughan House, Nelson Square 2A & 3A 1-51(C)",318,"SWKE0249"
"SWKB1753","Velde Way 1-9(O)",31,"SWKE0122"
"SWKB1754","Vestry Road 116-130(E)",60,"SWKE0210"
"SWKB1755","Vestry Road 132-142(E)",36,"SWKE0210"
"SWKB1756","Vestry Road 76-112(E)",108,"SWKE0210"
"SWKB1757","Vivian Square 1-10(C)",60,"SWKE0088"
"SWKB1758","Vivian Square 14-29(C)",94,"SWKE0088"
"SWKB1759","Voltaire, Sceaux Gardens 1-30(C)",210,"SWKE0297"
"SWKB1760","Wade House, Parkers Row 1-43(C) & 44",256,"SWKE0112"
"SWKB1761","Wakefield House, Goldsmith Road 1-91(C)",502,"SWKE0259"
"SWKB1762","Walcot House, Albrighton Road 1-35(C)",224,"SWKE0120"
"SWKB1763","Walkynscroft, Firbank Road 1-27(C)",156,"SWKE0042"
"SWKB1764","Walsham House, East Street 1-24(C)",143,"SWKE0248"
"SWKB1765","Walters House, Lettsom Street 1-8(C)",40,"SWKE0210"
"SWKB1766","Walters House, Lettsom Street 9-14(C)",34,"SWKE0210"
"SWKB1767","Walters House, Otto Street 1-68(C)",400,"SWKE0041"
"SWKB1768","Wanley Road 15-26(C)",72,"SWKE0079"
"SWKB1769","Wanley Road 1-8(C)",56,"SWKE0079"
