BD CODE,BD NAME,BD RATEABLE VALUE
BD001939,BARCOMBE AVENUE 156-158,363
BD001940,BARCOMBE AVENUE 157-159,443
BD001941,BARCOMBE AVENUE 160-162,406
BD001942,BARCOMBE AVENUE 167-169,434
BD001943,BARCOMBE AVENUE 171-173,434
BD001944,BARCOMBE AVENUE 172  1 & 2,480
BD001945,BARCOMBE AVENUE 175-177,434
BD001946,BARCOMBE AVENUE 183-185,434
BD001947,BARCOMBE AVENUE 187-189,434
BD001948,BARCOMBE AVENUE 191-193,434
BD001949,BARCOMBE AVENUE 195-197,434
BD001950,BARCOMBE AVENUE 203-205,434
BD001951,BARCOMBE AVENUE 207-209,434
BD001952,BARCOMBE AVENUE 211-213,434
BD001953,BARCOMBE AVENUE 216-218,443
BD001954,BARCOMBE AVENUE 215-217,434
BD001955,BARCOMBE AVENUE 219-221,434
BD001956,BARCOMBE AVENUE 223-225,434
BD001957,BARCOMBE AVENUE 227-229,434
BD001958,BARCOMBE AVENUE 232-234,443
BD001959,BARCOMBE AVENUE 231-233,434
BD001960,BARCOMBE AVENUE 235-237,434
BD001961,BARCOMBE AVENUE 239-241,434
BD001962,BARCOMBE AVENUE 243-245,434
BD001963,BARCOMBE AVENUE 244-246,443
BD001964,BARCOMBE AVENUE 251-253,434
BD001965,BARCOMBE AVENUE 252-254,443
BD001966,BARCOMBE AVENUE 255-257,434
BD001967,BARCOMBE AVENUE 256-258,443
BD001968,BARCOMBE AVENUE 259-261,434
BD001969,BARCOMBE AVENUE 272-274,443
BD001970,BARCOMBE AVENUE 276-278,523
BD001971,BARCOMBE AVENUE 90 FLATS 1-2,380
BD001972,CRICKLADE AVENUE 35 A & B,397
BD001973,CRICKLADE AVENUE ,298
BD001974,CRICKLADE AVENUE 104 A-D,868
BD001975,CRICKLADE AVENUE 106 A-D,889
BD001976,CRICKLADE AVENUE 108 A-D,868
BD001977,CRICKLADE AVENUE 112 A-D,868
BD001978,CRICKLADE AVENUE 114 A-D,868
BD001979,CRICKLADE AVENUE 116 A-D,868
BD001980,CRICKLADE AVENUE 118 A-D,868
BD001981,DOWNTON AVENUE 1&3,489
BD001982,DOWNTON AVENUE 104 1-3,434
BD001983,FAYGATE ROAD 3-7,767
BD001984,HAILSHAM AVENUE 1-3,498
BD001985,HAILSHAM AVENUE 6-8,417
BD001986,HAILSHAM AVENUE 9 AND 11,413
BD001987,HAILSHAM AVENUE 10-12,438
BD001988,HAILSHAM AVENUE 14-16,392
BD001989,HAILSHAM AVENUE 11A AND 15,392
BD001990,HAILSHAM AVENUE 17-19,409
BD001991,HAILSHAM AVENUE 22-24,396
BD001992,HAILSHAM AVENUE 21-23,405
BD001993,HAILSHAM AVENUE 25-27,392
BD001994,HAILSHAM AVENUE 34-36,409
BD001995,HAILSHAM AVENUE 38-40,413
BD001996,HAILSHAM AVENUE 41-43,400
BD001997,HAILSHAM AVENUE 46-48,417
BD001998,HAILSHAM AVENUE 50-52,417
BD001999,HAILSHAM AVENUE 65-67,392
BD002000,HAILSHAM AVENUE 66-68,388
BD002001,HAILSHAM AVENUE 69-71,392
BD002002,HAILSHAM AVENUE 70-72,396
BD002003,HAILSHAM AVENUE 78-80,436
BD002004,HAILSHAM AVENUE 77-79,392
BD002005,HAILSHAM AVENUE 81-83,409
BD002006,HAILSHAM AVENUE 85-87,396
BD002007,HAILSHAM AVENUE 86-88,438
BD002008,HAILSHAM AVENUE 89-91,431
BD002009,HAILSHAM AVENUE ,417
BD002010,HAILSHAM AVENUE 94 & 96,388
BD002011,HAILSHAM AVENUE 93-95,392
BD002012,HAILSHAM AVENUE 98-100,405
BD002013,HAILSHAM AVENUE 102 & 104,417
BD002014,HAILSHAM AVENUE 106-108,438
BD002015,HAILSHAM AVENUE 110 & 112,405
BD002016,HAILSHAM AVENUE 118-120,417
BD002017,HAILSHAM AVENUE 122-124,409
BD002018,HAILSHAM AVENUE 126-128,338
BD002019,HAILSHAM AVENUE 134-136,401
BD002020,HAILSHAM AVENUE 138-140,392
BD002021,HAILSHAM AVENUE 142-144,405
BD002022,HAILSHAM AVENUE 162-164,396
BD002023,HAILSHAM AVENUE 166-168,396
BD002025,HAILSHAM AVENUE 174 & 176,417
BD002026,HILLSIDE ROAD 10-12,457
BD002027,HILLSIDE ROAD 18-20,457
BD002028,HILLSIDE ROAD 22 & 24,493
BD002029,HILLSIDE ROAD 32-34,457
BD002030,HILLSIDE ROAD 36-38,457
BD002031,HILLSIDE ROAD 40-42,457
BD002032,HILLSIDE ROAD 44-46,457
BD002033,HILLSIDE ROAD 52-54,457
BD002034,HILLSIDE ROAD 56-58,457
BD002035,HILLSIDE ROAD 76-78,461
BD002036,HILLSIDE ROAD 84-86,457
BD002037,HILLSIDE ROAD 88-90,457
BD002038,HILLSIDE ROAD 92-94,464
BD002039,HILLSIDE ROAD 96-98,430
BD002040,HILLSIDE ROAD 104-106,457
BD002041,KEYMER ROAD 6 & 8,384
BD002042,KEYMER ROAD 10 & 12,423
BD002043,KEYMER ROAD 14 & 16,384
BD002044,KEYMER ROAD 18 & 20,375
BD002045,KEYMER ROAD 26 & 28,384
BD002046,KEYMER ROAD 34 & 36,400
BD002047,KEYMER ROAD 46-48,384
BD002048,LYDHURST AVENUE 10-12,452
BD002049,LYDHURST AVENUE 13-15,388
BD002050,LYDHURST AVENUE 14-16,388
BD002051,LYDHURST AVENUE 17-19,392
BD002052,LYDHURST AVENUE 18-20,400
BD002053,LYDHURST AVENUE 22-24,400
BD002054,LYDHURST AVENUE 25&27,400
BD002055,LYDHURST AVENUE 29-30,450
BD002056,LYDHURST AVENUE 41&43,388
BD002057,LYDHURST AVENUE 45&47,388
BD002058,LYDHURST AVENUE 49 & 51,421
BD002059,LYDHURST AVENUE 53-55,409
BD002060,LYDHURST AVENUE 57-59,400
BD002061,LYDHURST AVENUE 61-63,388
BD002062,LYDHURST AVENUE 65&67,388
BD002063,LYDHURST AVENUE 69-71,388
BD002064,LYDHURST AVENUE 73-75,392
BD002065,LYDHURST AVENUE 77-79,400
BD002066,LYDHURST AVENUE 89-91,400
BD002067,LYDHURST AVENUE 105-107,465
BD002068,LYDHURST AVENUE 113-115,465
BD002069,LYDHURST AVENUE 121-123,465
BD002070,MOUNT NOD ROAD 35 & 36,477
BD002071,MOUNT NOD ROAD 37 & 38,431
BD002072,MOUNT NOD ROAD 39 & 40,493
BD002073,MOUNT NOD ROAD 41-52,2838
BD002074,MOUNT NOD ROAD 53-60,460
BD002075,STREATHAM HILL 53 FLATS 1-6,1692
BD002076,STREATHAM HILL 57-71 ODD,4043
BD002078,STREATHAM HILL 89-101 ODD,4105
BD002079,STREATHAM HILL 105-109,1593
BD002080,BARCOMBE AVENUE 79  1&2,392
BD002081,BARCOMBE AVENUE 19-29,1644
BD002082,BARCOMBE AVENUE 20-30,1644
BD002083,BARCOMBE AVENUE 44 FLATS 1-2,507
BD002084,AMESBURY AVENUE 19 FLATS 1 & 2,396
BD002085,BARCOMBE AVENUE 110  A & B,409
BD002086,AMESBURY AVENUE 7 A & B,409
BD002088,JASPER ROAD ,476
BD002089,BELENOYD COURT 1-19 CONS,5207
BD002092,COBURG CRESCENT ,351
BD002093,COBURG CRESCENT ,232
BD002094,COBURG CRESCENT ,351
BD002095,COBURG CRESCENT ,351
BD002096,COBURG CRESCENT ,351
BD002097,COBURG CRESCENT ,351
BD002098,COBURG CRESCENT ,334
BD002099,COBURG CRESCENT ,330
BD002102,COBURG CRESCENT ,351
BD002103,COBURG CRESCENT ,351
BD002104,COBURG CRESCENT ,351
BD002105,COBURG CRESCENT 10-11,752
BD002106,COBURG CRESCENT ,351
BD002108,COBURG CRESCENT ,330
BD002109,COBURG CRESCENT ,330
BD002110,COBURG CRESCENT ,330
BD002111,COBURG CRESCENT ,330
BD002112,COBURG CRESCENT ,330
BD002113,COBURG CRESCENT ,351
BD002114,COBURG CRESCENT ,351
BD002115,COBURG CRESCENT ,351
BD002116,COBURG CRESCENT ,318
BD002117,COBURG CRESCENT ,330
BD002118,COBURG CRESCENT ,330
BD002119,COBURG CRESCENT ,351
BD002120,COBURG CRESCENT ,351
BD002121,COBURG CRESCENT ,223
BD002122,COBURG CRESCENT 130-139,2230
BD002123,BALY HOUSE 1-38,10120
BD002124,BUSHELL CLOSE 1-26,7356
BD002125,BUSHELL CLOSE 27-38,3464
BD002126,BUSHELL CLOSE 39-52,3122
BD002127,DUCAVEL HOUSE 1 - 46,12440
BD002128,DESPARD HOUSE 1-30 CONS,7824
BD002129,PONTON HOUSE,10120
BD002130,MOUNTEARL GARDENS 1-11,1408
BD002131,MOUNTEARL GARDENS 13-59 O,5616
BD002132,MOUNTEARL GDNS 61-91 ADARE WALK 145-159,5581
BD002133,MOUNTEARL GARDENS 117-127 ODD,1408
BD002134,MOUNTEARL GARDENS 129-139,1408
BD002135,MOUNTEARL GARDENS 50-72,2816
BD002136,MOUNTEARL GARDENS 74-84 EVEN,1408
BD002137,MOUNTEARL GARDENS 86-108,2816
BD002138,MOUNTEARL GARDENS 110-120,1408
BD002139,MOUNTEARL GARDENS 122-144,2816
BD002140,MOUNTEARL GARDENS 158-168,1408
BD002141,ADARE WALK 1-11 ODD,1408
BD002142,ADARE WALK 13-35 ODD,2816
BD002143,ADARE WALK 37-107 ODD,8432
BD002144,ADARE WALK 109-119,1408
BD002145,ADARE WALK 121-143,2816
BD002146,ADARE WALK 145-155 ODD,1408
BD002147,ADARE WALK 2-12,1408
BD002148,ADARE WALK 14-48 EVEN,4224
BD002149,ADARE WALK 16-18,481
BD002150,ADARE WALK 50-60 EVEN,1408
BD002151,DREW HOUSE 1-15,4057
BD002152,BERTRAND HOUSE 1-6,1796
BD002153,BEAUCLERK HOUSE 1-30,9420
BD002154,HOWLAND HOUSE 1 - 32,9432
BD002155,SACKVILLE HOUSE,3726
BD002156,RAYNALD HOUSE 1-10,2828
BD002157,THURLOW HOUSE,2828
BD002158,DOWES HOUSE 1 - 20,5768
BD002159,DUNTON HOUSE 1-30,8114
BD002160,SKIFFINGTON CLOSE,270
BD002161,TALCOTT PATH 2-12,1188
BD002162,TALCOTT PATH,270
BD002163,TALCOTT PATH ,270
BD002164,TALCOTT PATH ,270
BD002165,TALCOTT PATH 14-24,1188
BD002166,CADE HOUSE ,355
BD002167,POULLETT HOUSE 1-24 CONS,5960
BD002168,JARRETT CLOSE,270
BD002169,COPPIN HOUSE 1-18,4620
BD002170,CONSTANTINE HOUSE 1-3 & 10-15,2310
BD002171,CONSTANTINE HOUSE 7-9 & 22-27,2310
BD002172,DUTTON HOUSE 1-24,6160
BD002173,LLOYD COURT 1-14 CONS,3604
BD002174,FARQUHAR ROAD 19A & 19B,434
BD002175,FARQUHAR ROAD ,769
BD002176,RIGGINDALE ROAD,615
BD002177,BUCKLEIGH ROAD,486
BD002178,DANBROOK ROAD 81 83,276
BD002180,CHESTNUT ROAD 3 FLATS 1-5,1001
BD002181,AUCKLAND HILL 47-49,905
BD002182,ABERCAIRN ROAD 123 A&B,354
BD002183,STREATHAM HILL 40 A-C,602
BD002184,DANBROOK ROAD 85-87,276
BD002185,BOWLANDS ROAD 30-38A,1488
BD002186,TEIGNMOUTH CLOSE 49-83,5040
BD002187,GIFFORD HOUSE 1 - 16,4094
BD002188,SAXON HOUSE 1-16,4094
BD002189,HASELRIGGE ROAD 23-37,2080
BD002190,FELMERSHAM CLOSE,182
BD002191,FELMERSHAM CLOSE,182
BD002192,FELMERSHAM CLOSE 9-10,472
BD002193,CLAPHAM PARK ROAD 177-185,4496
BD002194,PARK HILL 55-61,3792
BD002195,PARK HILL 63-65,1692
BD002196,KINGS AVENUE 26 FLATS A-J,2451
BD002197,PEPYS HOUSE 1-17,4998
BD002198,BRADY HOUSE 1-18,5292
BD002199,LANGHAM HOUSE 1-24,6256
BD002200,MANTELL HOUSE 1-15,4410
BD002201,COMINS HOUSE 1-18,5123
BD002202,MANDEVILLE HOUSE 1-48,12992
BD002203,BATTEN HOUSE 1-40,10280
BD002204,GEORGE BEARE LODGE 1-12,2184
BD002205,PRESTWICH TERRACE 13-16,860
BD002207,PRESTWICH TERRACE 21-24,860
BD002210,ALLNUTT WAY,245
BD002211,ALLNUT WAY,245
BD002212,ALLNUTT WAY,236
BD002213,ALLNUTT WAY ,236
BD002215,HEWER HOUSE 1-32,8224
BD002216,WESTBROOK HOUSE 1-32,8224
BD002217,GROVER HOUSE 1-24,7056
BD002218,BOURNE HOUSE 1-56,13784
BD002219,RATHMELL DRIVE 19-35,2266
BD002220,RATHMELL DRIVE ,232
BD002221,RATHMELL DRIVE 30-46,2161
BD002222,RATHMELL DRIVE 48-64,2157
BD002223,RATHMELL DRIVE 66-82,2161
BD002224,CLARENCE AVENUE 80 A-D & 82 A-E,2266
BD002225,SAXBY ROAD 1-23,2940
BD002226,SAXBY ROAD 41-51,1740
BD002227,SAXBY ROAD ,236
BD002228,SAXBY ROAD 67-69,532
BD002229,SAXBY ROAD 77-79,532
BD002230,SAXBY ROAD 8-30 EVEN,3480
BD002231,LYHAM ROAD 214-224,1740
BD002232,LYHAM ROAD 226-236,1740
BD002233,SOUTHSIDE COURT 1-6,1780
BD002235,BARRY COURT 1-12,3218
BD002236,LESSAR COURT 1-6,1541
BD002237,LESSAR COURT 7-12,1541
BD002238,LESSAR COURT 13-18,1541
BD002239,LESSAR COURT 19-24,1541
BD002240,CAUTLEY AVENUE 20 FLATS 1-6,1660
BD002241,CAUTLEY AVENUE 22 FLATS 1-3,894
BD002242,CAUTLEY AVENUE 24 FLATS 1-6,1660
BD002243,ARGYLL COURT 1-18,4932
BD002244,AGNES HOUSE 1-8,1604
BD002245,BEATRICE HOUSE 1-24,6816
BD002246,CLARE HOUSE 1-6,1232
BD002247,DIANA HOUSE 1-24,6708
BD002248,EVELYN HOUSE 1-24,6708
BD002249,FLORENCE HOUSE 1-12,3240
BD002250,SUDBOURNE ROAD 83,1062
BD002251,CLOWES HOUSE 1-24,5668
BD002252,DAMORIE HOUSE 1-6,1212
BD002253,GYE HOUSE 1-16,4544
BD002254,MORRIS HOUSE 1-16,4544
BD002255,STORACE HOUSE 1-16,3820
BD002256,STUART HOUSE 1-16,3820
BD002257,THOMAS HOUSE 1-16,3807
BD002258,MARIE LLOYD COURT 1-24,6804
BD002259,GEORGE LASHWOOD COURT 1-16,4512
BD002260,NEILSON TERRY COURT 1-17,2693
BD002261,DAISY DORMER COURT 1-6,1908
BD002262,DAISY DORMER COURT 7-24,5076
BD002267,ADDINGTON HOUSE 1-59,15172
BD002268,BEGBIE HOUSE 1-20,6000
BD002269,BURFORD HOUSE 1-20,5960
BD002270,COLWALL HOUSE 1-20,5800
BD002271,GOFFTON HOUSE 1-20,5960
BD002272,STOCKWELL LANE 2-21,3710
BD002273,THORNICROFT HOUSE 1-59,15180
BD002274,WALTHAM HOUSE 1-20  CONS,5800
BD002275,CONWAY HOUSE 1-15,3610
BD002276,PATIO CLOSE 1-2,497
BD002277,PATIO CLOSE 3-4,488
BD002278,PATIO CLOSE 5-6,488
BD002279,PATIO CLOSE 13-14,536
BD002280,PATIO CLOSE 17-18,558
BD002281,PATIO CLOSE 23-24,558
BD002282,PATIO CLOSE 27-28,549
BD002283,PATIO CLOSE 29-30,549
BD002284,BARNSBURY HOUSE 1-52,12741
BD002285,BELGRAVIA HOUSE 1-60,14738
BD002286,BLOOMSBURY HOUSE 1-44,10778
BD002287,BEDFORD HOUSE 1-60,13620
BD002288,GLANVILLE ROAD ,227
BD002289,GLANVILLE ROAD ,254
BD002290,GLANVILLE ROAD 10-12,600
BD002291,GLANVILLE ROAD ,338
BD002292,GLANVILLE ROAD ,227
BD002293,GLANVILLE ROAD ,236
BD002294,GLANVILLE ROAD ,227
BD002295,GLANVILLE ROAD 38-39,446
BD002296,GLANVILLE ROAD 40-41,446
BD002297,GLANVILLE ROAD ,236
BD002298,GLANVILLE ROAD ,254
BD002299,GLANVILLE ROAD 52-53,446
BD002300,GLANVILLE ROAD 54-55,446
BD002301,GLANVILLE ROAD 66-69,892
BD002302,GLANVILLE ROAD 80 & 81,446
BD002303,GLANVILLE ROAD ,254
BD002304,GLANVILLE ROAD ,236
BD002305,"GLANVILLE ROAD 82,83 & 94,95",892
BD002306,GLANVILLE ROAD 96-97,446
BD002307,GLANVILLE ROAD ,236
BD002308,GLANVILLE ROAD ,227
BD002309,GLANVILLE ROAD ,236
BD002310,GLANVILLE ROAD ,227
BD002311,GLANVILLE ROAD110 111 121 & 122,1010
BD002312,GLANVILLE ROAD ,245
BD002313,GLANVILLE ROAD 123-124,604
BD002314,GLANVILLE ROAD ,227
BD002315,GLANVILLE ROAD 135-188,12450
BD002316,PRAGUE PLACE 1-16 CONS,3568
BD002317,PRAGUE PLACE 25-32,2018
BD002318,PRAGUE PLACE 33-44,2778
BD002319,PRAGUE PLACE ,227
BD002320,PRAGUE PLACE ,227
BD002321,PRAGUE PLACE ,227
BD002322,RAMILLIES CLOSE ,254
BD002323,RAMILLIES CLOSE ,236
BD002324,RAMILLIES CLOSE ,236
BD002325,RAMILLIES CLOSE ,227
BD002326,RAMILLIES CLOSE ,236
BD002327,RAMILLIES CLOSE ,245
BD002328,RAMILLIES CLOSE ,227
BD002329,RAMILLIES CLOSE ,227
BD002330,RAMILLIES CLOSE ,245
BD002331,RAMILLIES CLOSE,245
BD002332,RAMILLIES CLOSE 109-134,5270
BD002333,BLENHEIM GARDENS 50-61,2778
BD002334,BLENHEIM GARDENS ,236
BD002335,BLENHEIM GARDENS ,236
BD002336,BLENHEIM GARDENS ,223
BD002337,BLENHEIM GARDENS 87-88,604
BD002338,BLENHEIM GARDENS ,254
BD002339,BLENHEIM GARDENS ,227
BD002340,BLENHEIM GARDENS ,227
BD002341,BLENHEIM GARDENS ,236
BD002342,CLARENCE AVENUE 4 A&B,245
BD002343,CLARENCE ROAD ,245
BD002344,CLARENCE AVENUE,245
BD002345,CLARENCE ROAD ,245
BD002346,CLARENCE ROAD ,245
BD002347,CLARENCE AVENUE 14 A&B,238
BD002348,CLARENCE AVENUE ,238
BD002349,JOSEPH POWEL CLOSE ,290
BD002350,JOSEPH POWELL CLOSE ,290
BD002351,JOSEPH POWELL CLOSE ,434
BD002352,JOSEPH POWELL CLOSE ,422
BD002353,BOWLANDS ROAD ,326
BD002354,BOWLANDS ROAD ,326
BD002355,BOWLANDS ROAD ,367
BD002356, BRITANNIA CLOSE ,326
BD002357,BRITANNIA CLOSE 19-25,1667
BD002358,BRITANNIA CLOSE 26-31,1447
BD002359,BRITANNIA CLOSE ,326
BD002360,BRITANNIA CLOSE ,338
BD002361,BRITANNIA CLOSE ,334
BD002362,BRITANNIA CLOSE 38-40,794
BD002363,CLAPHAM CRESCENT 1-24,6083
BD002364,CLAPHAM PARK ROAD 191-205,1784
BD002365, FELMERSHAM CLOSE ,334
BD002366,FELMERSHAM CLOSE 14-17,922
BD002367,FELMERSHAM CLOSE 20-22,732
BD002368,FELMERSHAM CLOSE ,326
BD002369,HASELRIGGE ROAD ,326
BD002370,HASELRIGGE ROAD ,282
BD002371,HASELRIGGE ROAD 63-71,1166
BD002372,RIGGE PLACE 1-8,1804
BD002373,RIGGE PLACE ,334
BD002374,RIGGE PLACE 23-30,1804
BD002375,WRIGHTS GREEN 4-6,716
BD002376,WRIGHTS GREEN ,334
BD002377,WRIGHT GREEN 9-11,716
BD002378,WRIGHTS GREEN 16-18,867
BD002379,WRIGHTS GREEN ,347
BD002380,WRIGHTS GREEN 28-41,3425
BD002381,MAGNOLIA PLACE 1-6,1440
BD002382,MAGNOLIA PLACE ,240
BD002383,BRIXTON HILL ,1153
BD002384,BEDFORD ROAD ,334
BD002385,HASELRIGGE ROAD ,334
BD002386,BEDFORD ROAD 102-106,805
BD002387,BEDFORD ROAD 128-170,5264
BD002388,CHALE ROAD,380
BD002391,ST ALPHONSUS ROAD 86,347
BD002392,CLAPHAM PARK ROAD 58-68,1470
BD002393,PARK COURT 1-21,4787
BD002394,CARFAX PLACE 1-12 & 32-54 CLAPHAM PK RD,6582
BD002395,CARFAX PLACE 13-28,3920
BD002396,OAKLANDS PLACE 11-14,1096
BD002398,LYHAM ROAD 94-96,505
BD002399,BOWATER CLOSE 6-8,446
BD002400,BOWATER CLOSE 22-24,446
BD002401,BOWATER CLOSE 26&28,446
BD002402,BOWATER CLOSE 38&40,446
BD002403,LOATS ROAD 9-11,648
BD002404,LOATS ROAD 17-19,446
BD002405,LOATS ROAD 21-23,446
BD002406,LOATS ROAD 25-27,446
BD002407,LOATS ROAD 29-31,446
BD002408,LOATS ROAD 33-35,446
BD002409,LOATS ROAD 37-55 ODD,2377
BD002410,LYHAM ROAD 24-34,2532
BD002411,LYHAM ROAD 28 A & B,422
BD002412,CLAUDIA JONES WAY ,245
BD002413,LOATS ROAD 16-18,413
BD002414,LOATS ROAD 20-22,413
BD002428,SALFORD ROAD ,388
BD002430,HAZELBOURNE ROAD 31 FLAT 1 AND 2,409
BD002431,TROUVILLE ROAD 11-12,536
BD002432,BONNEVILLE GARDENS 118-120,620
BD002433,WEIR ROAD 46-48,472
BD002434,ELMS ROAD ,1148
BD002435,ELMS ROAD 10 FLATS 1-8,1531
BD002436,KILLIESER AVENUE ,574
BD002439,ASCOT COURT 1-29,6274
BD002442,STERNHOLD AVENUE 191-193,540
BD002443,DEAUVILLE MANSIONS 1-32,9882
BD002444,DEAUVILLE COURT 1-40,10766
BD002445,BONNEVILLE GARDENS 22-32,1620
BD002446,BONNEVILLE GARDENS 34-44,1620
BD002447,BONNEVILLE GARDENS 46-56,1800
BD002448,BONNEVILLE GARDENS 58-68,1684
BD002449,ABBEVILLE ROAD 72-78,533
BD002450,FERNDALE ROAD 23 FLATS 1-4,629
BD002451,CROWNSTONE ROAD 1-107 ODDS,15192
BD002452,DUMBARTON COURT 1-230,52464
BD002453,LYHAM ROAD 311-313,334
BD002454,HAYTER ROAD ,384
BD002455,HAYCROFT ROAD ,292
BD002456,LAMBERT ROAD 35 1 2 & 3,474
BD002457,LAMBERT ROAD 37 A-C,461
BD002458,HORSFORD ROAD ,380
BD002459,HORSFORD ROAD 59 FLATS 1-3,440
BD002460,HORSFORD ROAD ,428
BD002461,SUDBOURNE ROAD 32 FLATS 1&2,375
BD002462,SUDBOURNE ROAD 79 1-3,532
BD002463,ACRE LANE ,618
BD002464,ACRE LANE ,677
BD002465,KEPLER ROAD ,367
BD002466,ASHMERE GROVE 22-24,664
BD002467,SOLON ROAD ,321
BD002468,SOLON ROAD ,330
BD002469,SOLON ROAD ,317
BD002470,SANDMERE ROAD ,346
BD002471,FERNDALE ROAD 1 FLATS 1&2,434
BD002472,FERNDALE ROAD 3 FLATS A&B,434
BD002473,FERNDALE ROAD,351
BD002475,DOVERFIELD ROAD - GROUND RENT ONLY,100
BD002476,SALFORD ROAD ,520
BD002477,SALFORD ROAD 50 FLATS 1-4 & A,987
BD002478,SHANDON ROAD 2+2A,520
BD002480,LYHAM ROAD 299-301,334
BD002485,KILLIESER AVENUE ,532
BD002486," TELFORD AVENUE, 43 FLATS 1-4",790
BD002487,RODENHURST ROAD 74,490
BD002488,TELFORD AVENUE 64 FLATS 1&2,556
BD002489,HAYTER ROAD 5 FLATS A B C & D,684
BD002490,TELFORD AVENUE ,852
BD002491,HAYTER ROAD ,463
BD002493,CALDERVALE ROAD 34 FLATS 1&2,282
BD002495,CLAPHAM COMMON SOUTH SIDE (96),710
BD002496,CAVENDISH ROAD ,516
BD002497,RODENHURST ROAD 110-112,520
BD002498,LEPPOC ROAD ,460
BD002499,THORNTON AVENUE ,463
BD002500,THORNTON AVENUE 10A FLATS 1 2 & 3,528
BD002501,SALFORD ROAD 52 FLATS 1 2 & 3,615
BD002502,HYDETHORPE ROAD 151 FLAT 1&2,364
BD002503,KENWYN ROAD ,314
BD002504,CRESCENT LANE ,473
BD002505,NARBONNE AVENUE ,426
BD002506,RUDLOE ROAD ,379
BD002507,ENGLEWOOD ROAD 41 FLATS 1 & 2,290
BD002508,LAMBERT ROAD,685
BD002509,PLATO ROAD ,392
BD002510,PLATO ROAD ,334
BD002511,HAYTER ROAD 1 FLAT 1-4,684
BD002512,ENGLEWOOD ROAD,215
BD002513,ENGLEWOOD ROAD 84 FLATS 1-4,823
BD002514,HAYTER ROAD ,422
BD002515,CAVENDISH ROAD 5 FLATS 1-3,587
BD002516,HAYTER ROAD 34 A-B,544
BD002517,NARBONNE AVENUE ,388
BD002518,ACRE LANE 68 FLATS 1-4,806
BD002519,KIRKSTALL ROAD ,743
BD002520,KILLIESER AVENUE 36 FL1 2 3,719
BD002521,KILLIESER AVENUE ,719
BD002525,HAYTER ROAD 37 A-B,452
BD002526,TREMADOC ROAD ,607
BD002527,HAYTER ROAD ,422
BD002530,KENWYN ROAD ,487
BD002531," BEDFORD ROAD 74, FLATS A & B",681
BD002532,BEDFORD ROAD 78 FLATS GRN FL 2ND FL & A,677
BD002533,BEDFORD ROAD 76 FLATS A B & GRD FL,677
BD002534,CLAPHAM PARK ROAD 182 FLATS 1 2&3,399
BD002535,CLAPHAM PARK ROAD 184 FLATS 1 2&3,399
BD002536,CLAPHAM PARK ROAD 186 FLATS 1 2&3,399
BD002537,CLAPHAM PARK ROAD 188 FLATS 1 2&3,399
BD002538,CLAPHAM PARK ROAD 190 FLATS 1 2&3,361
BD002539,CLAPHAM PARK ROAD 192 FLATS 1 2&3,361
BD002540,STRATHLEVEN ROAD 25 FLATS A&B,334
BD002541,STRATHLEVEN ROAD ,338
BD002542,BEDFORD ROAD 88 88A 88B,677
BD002543,FOSTER COURT 1 - 8,1870
BD002544,CLAPHAM PARK ROAD 194 FLATS 1-5,695
BD002545,BEDFORD ROAD 84 84A 84B,677
BD002546,BEDFORD ROAD 111 FLATS 1&2,451
BD002547,STRATHLEVEN ROAD ,334
BD002548,STRATHLEVEN ROAD ,346
BD002549,BEDFORD ROAD 119 FLATS 1 & 2,430
BD002550,TIERNEY ROAD ,794
BD002551,PARK HILL 79-81,910
BD002552,KINGS AVENUE 89 FLATS 1-8,1687
BD002553,BEDFORD ROAD 96 96A 96B,664
BD002554,BEDFORD ROAD 92 92A 92B,677
BD002555,CATO ROAD 26 26A 26B,645
BD002587,KILLIESER AVENUE ,506
BD002588,KILLIESER AVENUE ,828
BD002589,CATO ROAD 4 4A 4B,708
BD002590,CATO ROAD 6 6A 6B,661
BD002591,CATO ROAD 8 8A 8B,661
BD002592,CATO ROAD 10 10A 10B,661
BD002593,CATO ROAD 12 12A 12B,661
BD002594,CATO ROAD 14 14A 14B,661
BD002595,CATO ROAD 16 16A 16B,661
BD002596,CATO ROAD 22 22A 22B,708
BD002597,CATO ROAD 24 24A 24B,708
BD002598,CATO ROAD 30 30A 30B,641
BD002599,CATO ROAD 1 1A 1B,730
BD002600,CATO ROAD 3 3A 3B,708
BD002601,CATO ROAD 5 5A 5B,708
BD002602,CATO ROAD 7 7A 7B,708
BD002603,CATO ROAD 9 9A 9B,708
BD002604,CATO ROAD 11 11A 11B,708
BD002605,CATO ROAD 13 13A 13B,708
BD002606,CATO ROAD 15 15A 15B,708
BD002607,CATO ROAD 19 19A 19B,708
BD002608,CATO ROAD 21 21A 21B,708
BD002609,CATO ROAD 23 23A 23B,708
BD002610,CATO ROAD 25 25A 25B,708
BD002611,CATO ROAD 27 27A 27B,641
BD002612,CATO ROAD 29 29A 29B,641
BD002613,CATO ROAD 31 31A 31B,641
BD002614,CATO ROAD 33 33A 33B,641
BD002615,CATO ROAD 35 35A 35B,641
BD002616,CATO ROAD 41 41A 41B,641
BD002617,CATO ROAD 43 43A 43B,641
BD002618,CATO ROAD 45 45A 45B,708
BD002619,ARLINGTON LODGE 1-12 14-112 114-124,34423
BD002620,KINGSCROFT 37-42,1596
BD002621,KINGSCROFT 43-50,2103
