Block,RV,Boiler Repairsand Maintenance,CCTV,Cleaning,Communal Electricity,Communal Electrical Maintenance,TV Aerial,Communal Water Quality,Communal Window Cleaning,Communal Ventilation Maintenance,Concierge,Disinfestation,Dry Riser,Door Entry System,Cleaning External,Grounds Maintenance External,External Tree Maintenance,Repairsand Maintenance External,Fire Ventilation Maintenance,Repairsand Maintenance,Lift Services & Repairs,Lightning Protection,,Only blocks containing homeowners
Fulmar Court 1-12,3432,0,0,3075.41,652.06,1074.18,0,763.36,0,0,0,0,0,443.13,0,0,0,0,0,4059.64,0,657.29,,
Park Hall Road 23-31 Odd,1101,0,0,837.01,434.1,0,0,1218.86,0,0,0,0,0,0,1402.77,688.06,0,0,0,0,0,0,,
Norwood Road 399,1716,0,0,1304.55,414.85,0,0,0,0,0,0,0,0,187.95,875.96,601.91,0,0,0,9602.77,0,0,,
Dassett Road 32-36 Even,870,0,0,0,158.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hillside Gardens 1-16,4668,0,0,4310.79,348.97,1820.41,0,379.97,0,0,0,0,0,0,0,0,0,0,0,941.42,5281.64,0,,
Hillside Gardens 17-28,4002,0,0,3695.75,804.4,1656.43,0,379.97,0,0,0,105.74,0,0,0,0,0,0,0,1968.04,0,0,,
Redhill Court 1-4,1128,0,0,1041.68,456.64,746.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1153.93,0,0,,
Redhill Court 5-22,6984,0,0,6449.56,456.64,1320.14,0,379.97,0,0,0,211.48,0,0,0,0,0,0,0,3800.42,0,0,,
Beaufoy House 1-40 Inc 8a&B,11694,0,0,8890.11,6353.99,2303.98,0,1611.75,0,0,0,105.74,0,0,0,0,0,0,0,5356.82,5281.64,657.29,,
Chapman House 1-12,3292,0,0,2502.67,1413.3,1074.18,0,1088.46,0,0,0,0,0,0,0,0,0,0,0,214.67,2640.82,657.29,,
Easton House 1-30,8900,0,0,6766.04,2470.99,1812.07,363.71,1250.77,0,0,0,0,0,221.57,0,0,0,0,0,3337.95,5281.64,657.29,,
Edridge House 1-8,2544,0,0,1934.02,1079.16,910.2,0,925.91,0,0,0,0,0,0,0,0,0,0,0,3241.32,2640.82,657.29,,
Kershaw House 1-6,1908,0,0,1450.52,382.34,828.21,0,379.97,0,0,0,0,0,0,0,0,0,0,0,551.7,0,657.29,,
Thanet House 1-12,3528,0,0,2682.09,1171.18,1074.18,0,2798.01,0,0,0,0,0,288.8,0,0,0,0,0,7267.32,2640.82,657.29,,
Gleneldon Road 63-73 Inc A'S Odd,3672,0,0,3391.01,476.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6182.54,0,0,,
Somerville Court,4752,0,0,4388.36,871.93,1984.38,0,763.36,0,0,0,0,0,53.47,0,0,0,0,0,143.73,0,0,,
Coniston Court - 63 63a 65 65a 67 67a,0,0,0,1553.29,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,17.32,0,0,,
Coyners Road 25 27& 27a,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.07,0,0,,
Christchurch Road 12,2384,0,0,0,289.88,0,0,1634.69,0,0,0,105.74,0,0,0,0,0,0,0,3875.93,0,0,,
Charles Mills Court 1-12,3102,0,0,2864.62,547.95,1074.18,0,379.97,0,0,0,0,0,187.95,0,0,0,0,0,2717.35,0,0,,
Douglas Robinson Court 1-9,2243,0,0,2071.36,392.7,951.2,0,379.97,0,0,0,0,0,120.71,0,0,0,0,0,570.47,0,0,,
Streatham High Road 247-269,3528,0,0,3258.03,524.69,0,0,0,0,0,0,211.48,0,0,409.96,648.34,0,0,0,2702.5,0,0,,
Streatham High Road 357-359,1481,0,0,1367.67,742.99,0,0,250.89,0,0,0,0,0,79.7,468.22,255.83,0,0,0,151.77,0,0,,
Streatham High Road 361 Flats A-C,762,0,0,703.69,0,0,0,129.08,0,0,0,0,0,41.01,0,131.63,0,0,0,0,0,0,,
Streatham High Road 363-367,2243,0,0,2071.36,467.42,0,0,379.97,0,0,0,0,0,893.95,709.12,387.45,0,0,0,76.57,0,0,,
Streatham High Road 582 Flats 1-26,6565,0,0,6062.62,1394.6,1648.09,0,3083.38,0,0,0,634.44,0,356.04,762.86,1206.45,0,0,0,1155.01,0,0,,
"Bournvale Road 27,29,39,41,43 & 45",1219,0,0,1125.72,1391.17,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,557.86,0,0,,
Wellfield Road 46,290,0,0,0,0,0,0,0,0,0,0,0,0,0,32.29,0,0,0,0,0,0,0,,
St Anselms Court 1-12,3576,0,0,3302.35,691.94,1656.43,0,379.97,0,0,0,0,0,0,0,0,0,0,0,1587.05,0,0,,
St Anselms Court 13-18,1748,0,0,1614.24,317.07,828.21,0,379.97,0,0,0,0,0,0,0,0,0,0,0,1831.81,0,0,,
St Anselms Court 19-36,5244,0,0,4842.71,631.61,2484.64,0,379.97,0,0,0,0,0,0,0,0,0,0,0,4143.63,0,0,,
Albert Carr Gardens 1-39,5744,0,0,5304.45,4297.94,2908.82,0,763.36,0,0,0,105.74,0,577.6,0,0,0,0,0,3101.48,0,0,,
Albert Carr Gardens 4-40,5514,0,0,5092.05,1930.42,1943.39,0,763.36,0,0,0,422.96,0,548.36,0,0,0,0,0,3291.67,0,0,,
Albert Carr Gardens 41-71 (Odd),4464,0,0,4122.4,1042.62,2954.92,0,763.36,0,0,0,105.74,0,577.6,0,0,0,0,0,4628.93,0,0,,
Albert Carr Gardens 42-88,6696,0,0,6183.6,2762.86,2730.62,0,763.36,0,0,0,422.96,0,866.4,0,0,0,0,0,4151.59,0,0,,
Albert Carr Gardens 73-103,4464,0,0,4122.4,457.34,1820.41,0,763.36,0,0,0,422.96,0,577.6,0,0,0,0,0,3876.3,0,0,,
Albert Carr Gardens 105-119,2352,0,0,2172.02,0,910.2,0,763.36,0,0,0,105.74,0,288.8,0,0,0,0,0,1141.35,0,0,,
Albert Carr Gardens 121-135,2352,0,0,2172.02,0,910.2,96.99,763.36,0,0,0,105.74,0,187.95,0,0,0,0,0,3149.03,0,0,,
Estreham Road 46!47,490,0,0,0,0,0,0,379.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Estreham Road 48-51,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.23,0,0,,
Estreham Road 52-55,980,0,0,0,0,0,0,379.97,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Estreham Road 56 57,490,0,0,0,0,0,0,809.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Estreham Road 60-63,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Hopton Road 2,2710,0,0,2502.62,671.2,0,0,763.36,0,0,0,422.96,0,0,2115.99,1322.52,0,0,0,740.48,0,0,,
Hopton Road 13,1804,0,0,1665.95,0,0,0,379.97,0,0,0,0,0,0,1408.58,880.38,0,0,0,386.87,0,0,,
Hopton Road 71 Flats 1-5,1530,0,0,1412.92,350.43,0,0,379.97,0,0,0,0,0,0,1194.64,746.66,0,0,0,263.44,0,0,,
Hopton Court 17 - 21 Inc A'S Odd,1553,0,0,1278.06,0,0,0,379.97,0,0,0,0,0,0,0,0,0,0,0,4434.99,0,0,,
Russell Court 1-12,3328,0,0,3073.33,550.8,1656.43,0,763.36,0,0,0,0,0,443.14,0,0,0,0,0,2324.83,0,0,,
Russell Court 13-24,3328,0,0,3073.33,587.96,1656.43,0,1634.69,0,0,0,317.22,0,443.14,0,0,0,0,0,4165.57,0,0,,
Russell Court 25-36,3328,0,0,3073.33,529.54,1656.43,0,1634.69,0,0,0,0,0,577.61,0,0,0,0,0,5633.92,0,0,,
Grasmere Road 2-24,3864,0,0,3568.31,658.16,1656.43,0,1846.89,0,0,0,0,0,1182.75,0,0,0,0,0,2863.25,0,0,,
Madeira Road 22-32,4348,0,0,4015.28,968.18,0,0,379.97,0,0,0,0,0,0,1354.9,1367.8,0,0,0,1011.28,0,0,,
Oakdale Road 7 Flats A-C,771,0,0,712,733.95,0,0,190.4,0,0,0,0,0,85.38,432.84,129.35,0,0,0,0,0,0,,
Oakdale Road 9 9b 10 10a 11 11a 11b 11c,2320,0,0,2142.47,674.41,0,0,572.95,0,0,0,0,0,256.89,1302.44,0,0,0,0,406.11,0,0,,
Oakdale Road 19 19a 20 20a 21&21a,1724,0,0,1592.07,373.7,0,0,763.36,0,0,0,0,0,221.57,967.85,289.23,0,0,0,369.77,0,0,,
Oakdale Road 22-24,1724,0,0,1592.07,451.9,0,0,379.97,0,0,0,0,0,221.57,0,98.65,0,0,0,506.69,0,0,,
Oakdale Road 25-27,1724,0,0,1592.07,416.58,0,0,379.97,0,0,0,0,0,288.8,967.85,289.23,0,0,0,1973.76,0,0,,
Roupell Road 1-35,5610,0,0,4616.83,0,0,0,763.36,0,0,0,1057.4,0,933.65,0,0,0,0,0,8844.83,0,0,,
Abbess Close 13-28,3881,0,0,3193.92,901.74,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,6884.92,0,0,,
Abbess Close 29-40,3432,0,0,2824.41,1036.63,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,6472.73,0,0,,
Berwyn Road 3 3a 5 & 5b,1160,0,0,0,72.88,0,0,379.97,0,0,0,0,0,0,0,222.15,0,0,0,54.68,0,0,,
Hawarden Grove 31-37,1048,0,0,0,773.41,0,0,0,0,0,0,0,0,0,736.08,137.85,0,0,0,54.68,0,0,,
Norwood Road 86-92,1256,0,0,0,575.56,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,124.32,0,0,,
Norwood Road 317 Flats 1-8,2264,0,0,1863.19,0,0,0,763.36,0,0,0,0,0,692.23,0,0,0,0,0,6210.21,0,0,,
Lanercost Close 1 Flats 1-28,8446,0,0,6950.75,14440.58,1730.07,0,0,0,0,0,105.74,983.33,221.57,0,0,0,0,0,3711.61,2640.82,657.29,,
Fern Lodge 1-32 Cons,9505,0,0,7225.97,0,1853.06,0,1557.63,0,0,0,0,983.33,826.7,0,0,0,0,0,10338.7,2640.82,657.29,,
William Brown Court 1-20,5880,0,0,4470.14,3565.72,1566.1,0,0,0,3519.14,0,0,0,187.95,0,0,0,0,0,4573.97,0,0,,
Alexandra Walk 10-24,3619,0,0,3242.98,1029.8,0,0,194.09,0,0,0,0,0,375.9,0,0,0,0,0,2449.23,0,2629.17,,
H/Land Rd16-22 Plane Tr Wk1-11 Vicars2/4,3036,0,0,2720.55,0,0,72.73,379.97,0,0,0,320.29,0,0,0,0,0,0,0,222.54,0,0,,
Vicars Oak Road 6-12,1064,0,0,953.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Plane Tree Walk 2-24 Even,3096,0,0,2774.32,0,0,145.49,379.97,0,0,0,426.09,0,0,0,0,0,0,0,2420.01,0,0,,
Bankside Way 1-20 Cons,5160,0,0,4623.86,768.2,0,242.47,763.36,0,10357.97,0,533.91,0,0,0,0,0,0,0,33578.86,0,0,,
Ridge Way 1-20 Cons,5160,0,0,4623.86,3214.34,0,242.47,1118.54,0,6066.13,0,745.39,0,0,0,0,0,0,0,7741.46,0,0,,
City Prospect 1-30,5980,0,0,5358.66,0,8164.85,363.71,2447.21,0,3470.47,0,957.7,0,1028.42,0,0,0,0,0,8770.63,0,0,,
Oakwood Drive 11-20,2450,0,0,2195.44,0,0,5.68,817.34,0,6066.13,0,319.69,0,0,0,0,0,0,0,11669.16,0,0,,
Oakwood Drive 21-30,2450,0,0,2195.44,0,0,121.24,379.97,0,0,0,108.21,0,0,0,0,0,0,0,2624.38,0,0,,
Wychwood Way 1-10 Cons,2450,0,0,2195.44,699.5,992.19,121.24,763.36,0,3647.05,0,425.43,0,0,0,0,0,0,0,392.43,0,657.29,,
Wychwood Way 11-16,1470,0,0,1317.26,1710.23,828.21,72.73,763.36,0,3647.05,0,1.48,0,0,0,0,0,0,0,1054.22,0,657.29,,
Wychwood Way 17-26,2450,0,0,2195.44,461.9,992.19,121.24,763.36,0,3647.05,0,108.21,0,0,0,0,0,0,0,381.49,0,657.29,,
Wychwood Way 37-46,2450,0,0,2195.44,1682.16,1715.1,121.24,763.36,0,3647.05,0,742.65,0,0,0,0,0,0,0,0,0,657.29,,
Northwood Way 1-10,2580,0,0,2311.93,0,0,121.24,542.52,0,4779.09,0,2.6,0,0,0,0,0,0,0,3335.48,0,0,,
Northwood Way 11-20 Cons,2580,0,0,2311.93,0,0,121.23,379.97,0,0,0,2.6,0,0,0,0,0,0,0,1275.12,0,0,,
Northwood Way 21-30 Cons,2580,0,0,2311.93,0,0,121.24,379.97,0,0,0,425.56,0,0,0,0,0,0,0,2632.07,0,0,,
Northwood Way 31-40 Cons,2580,0,0,2311.93,0,0,121.24,379.97,0,0,0,108.34,0,0,0,0,0,0,0,28.74,0,0,,
High Limes 1-12,1524,0,0,1365.65,878.04,0,145.49,379.97,0,2683.14,0,107.28,0,0,0,0,0,0,0,1200.71,0,0,,
Valley Prospect 1-30,5980,0,0,5358.66,2789.6,1812.07,363.71,3546.74,0,3470.47,0,534.74,0,2909.02,0,0,0,0,0,8825.19,0,0,,
London Prospect 1-30 Cons,5980,0,0,5358.66,0,12551.31,363.71,2492.64,0,3470.47,0,640.48,0,221.57,0,0,0,0,0,6191.15,0,0,,
Lambeth Prospect 1-30 Cons,5980,0,0,5358.66,2504.18,1812.07,363.71,1751.15,0,3470.47,0,1380.66,0,1028.42,0,0,0,0,0,14854.42,0,0,,
Rommany Prospect 1-30 Cons,5980,0,0,5358.66,2697.43,0,363.71,2772.31,0,3295.51,0,851.96,0,1847.44,0,0,0,0,0,22485.73,0,0,,
Longmead House 1-36 Cons,8708,0,0,6620.07,5077.26,0,436.44,0,0,0,0,0,0,0,0,0,0,0,0,7667.82,0,0,,
Pondfield House 1-36,8708,0,0,6620.07,6100.14,0,436.44,0,0,0,0,0,0,0,0,0,0,0,0,20056.38,0,0,,
Hallane House 1-28,6478,0,0,4924.76,2575.54,1730.07,339.47,0,0,0,0,0,0,0,0,0,0,0,0,8976.11,0,0,,
Levehurst House 1-28,6748,0,0,5130.02,110.14,0,339.47,0,0,0,0,105.74,0,0,0,0,0,0,0,25336.7,0,0,,
Pathfield Road 19-29 Odd,4576,0,0,4225.83,828.98,0,0,0,0,0,0,317.22,0,154.33,3028.41,877.74,0,0,0,585.55,0,0,,
Pathfield Road 22-26 Even,2162,0,0,1996.56,416.25,0,0,0,0,0,0,0,0,154.33,1430.82,414.7,0,0,0,24.07,0,0,,
Rotherhill Avenue 1-8 Cons,2162,0,0,0,371.99,0,0,0,0,0,0,105.74,0,356.04,0,0,0,0,0,578.34,0,0,,
Stanthorpe Close 1-6 11-16,3040,0,0,2807.37,188.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Stanthorpe Close 7-10 17-20 Cons,2131,0,0,1967.93,188.62,0,0,1998.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ryan Court 2-70,15122,0,0,13964.81,5209.89,3410.81,0,0,0,0,0,422.96,0,0,0,0,0,0,0,24515.44,0,657.29,,
Highland Road 5-15,1596,0,0,1430.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.48,0,0,,
Highland Road 41-49,1298,0,0,1163.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748.88,0,0,,
Vicars Oak Road 13-37,2803,8797.36,0,2511.76,1029.09,0,157.61,1985.79,0,0,0,214.31,0,423.27,0,0,0,0,0,2771.43,0,0,,
Central Hill 2-14,1712,0,0,1534.12,0,0,0,763.36,0,0,0,1.73,0,356.04,0,0,0,0,0,46.7,0,0,,
Central Hill 50-54,645,2024.37,0,0,0,0,1.87,371.05,0,0,0,423.61,0,252.61,0,0,0,0,0,34.63,0,0,,
Boscombe Gardens 1-34,8248,0,0,7616.84,1895.08,0,412.2,15175,0,0,0,0,983.33,120.71,0,0,0,0,0,10852.59,0,0,,
Linton Grove (29-35) Odds,0,0,0,705.49,226.94,0,0,0,0,0,0,317.22,0,0,0,0,0,0,0,541.48,0,0,,
Linton Grove 51-63 Odds,1624,0,0,1234.61,581.83,0,84.86,0,0,0,0,0,0,221.57,0,0,0,0,0,826.23,0,0,,
Linton Grove 66-80 Even,1856,0,0,1410.98,343.79,0,84.86,0,0,0,0,105.74,0,322.43,0,0,0,0,0,246.13,0,0,,
Darlington Road 8-24,2088,0,0,1587.36,908,0,109.12,0,0,0,0,0,0,288.8,0,0,0,0,0,90.14,0,0,,
Darlington Road 40-54 Even,1856,0,0,1410.98,575.91,0,96.99,0,0,0,0,211.48,0,490.52,0,0,0,0,0,1633.13,0,0,,
Eden Road 9-15(Odd),941,0,0,715.38,604.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.16,0,0,,
Eden Road 31-45 Odd,1865,0,0,1417.83,452.8,0,96.99,0,0,0,0,0,0,221.57,0,0,0,0,0,828.9,0,0,,
Ladas Road 80-86 Even,928,0,0,0,309.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340.03,0,0,,
Ladas Road 102-116,1856,0,0,0,0,0,96.99,0,0,0,0,0,0,221.57,0,0,0,0,0,1796.41,0,0,,
Tivoli Road 48-64 Even,2088,0,0,0,332.71,0,96.99,0,0,0,0,0,0,288.8,0,0,0,0,0,735.54,0,0,,
Millhouse Place 1-9 Cons,2088,0,0,1587.36,550.68,0,109.12,0,0,0,0,211.48,0,255.18,0,0,0,0,0,235.04,0,0,,
Millhouse Place 14-17 Cons,928,0,0,705.49,308.79,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Mount Pleasant 4-10 Even,960,0,0,729.82,1043.82,0,48.49,0,0,0,0,0,0,0,0,0,0,0,0,327.81,0,0,,
Linton Grove 65-79,1856,0,0,1410.98,485.86,0,96.99,0,0,0,0,0,0,221.57,0,0,0,0,0,682.39,0,0,,
Battenburg Walk 1-6 9-20 23-28 31-36,6810,0,0,6102.42,0,0,363.71,0,0,0,0,0,0,933.65,0,0,0,0,0,4293.08,0,0,,
Brabourne Close 1-24,5448,0,0,4881.94,0,0,290.97,0,0,0,0,422.96,0,933.64,0,0,0,0,0,7360.09,0,0,,
Woodcote Place 4-11 Cons,1856,0,0,1410.98,618.74,0,0,0,0,0,0,0,0,154.33,0,0,0,0,0,725.82,0,0,,
Str005449-Dunbar Street (36-44),0,0,0,766.31,0,787.22,60.62,0,0,0,0,0,0,288.8,0,0,0,0,0,54.68,0,0,,
Dunbar Street 51,#N/A,0,0,0,0,219.72,60.62,0,0,0,0,0,0,154.33,0,0,0,0,0,0,0,0,,
Dunelm Grove 1-19,5996,0,0,4558.33,0,0,0,0,0,0,0,422.96,0,557.75,0,0,0,0,0,484.71,0,0,,
Dunelm Grove 2-8 (Evens),0,0,0,605.9,0,0,48.49,0,0,0,0,0,0,0,0,0,0,0,0,1150.03,0,0,,
Dunelm Grove 60-68 Even,1168,0,0,887.95,0,0,60.62,0,0,0,0,0,0,557.75,0,0,0,0,0,0,0,0,,
Yeoman Close 6 & 7,494,0,0,375.55,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,,
Yeoman Close 9 & 10,500,0,0,380.11,0,0,0,0,0,0,0,1.26,0,288.8,0,0,0,0,0,1361.17,0,0,,
Yeoman Close 20 & 21,404,0,0,307.13,0,0,0,0,0,0,0,1.02,0,87.09,0,0,0,0,0,1093.9,0,0,,
Yeoman Close 27 & 28,810,0,0,615.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Yeoman House 33 & 35,630,0,0,478.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
St Bernards Close 1 & 3,215,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,546.95,0,0,,
St Bernards Close 6-9,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234.61,0,0,,
St Bernards Close 14-20,1456,0,0,0,0,0,0,0,0,0,0,422.96,0,0,0,0,0,0,0,2588.81,0,0,,
St Bernards Close 21-28,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604.34,0,0,,
Champness Close (1-7),1481,0,0,0,0,0,84.86,0,0,0,0,0,0,0,0,0,0,0,0,868.13,0,0,,
Champness Close 9-15,4580,0,0,0,224.88,0,48.49,0,0,0,0,317.22,0,0,0,0,0,0,0,8828.89,0,0,,
St Gothard Rd 2 A-F,1266,0,0,1134.46,489.77,0,0,0,0,0,0,0,0,222.94,0,0,0,0,0,51.42,0,0,,
St Gothard Rd 4 A-F,1266,0,0,1134.46,489.77,0,0,0,0,0,0,105.74,0,222.94,0,0,0,0,0,0,0,0,,
St Gothard Rd 6 Flats A-F,1266,0,0,1134.46,489.77,0,0,0,0,0,0,0,0,222.94,0,0,0,0,0,0,0,0,,
Rommany Road 205-219,1720,0,0,0,671.5,0,96.99,0,0,0,0,211.48,0,0,0,0,0,0,0,986.89,0,0,,
St Gothard Road 56-62,1050,0,0,0,0,0,0,0,0,0,0,528.7,0,0,0,0,0,0,0,572.35,0,0,,
Burrow Walk 17,215,707.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Burrow Walk 5-6 14-15 18-,2414,6797.12,0,1986.64,0,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,1488.74,0,0,,
Franklin Close 17-22,1431,0,0,1087.89,0,0,72.73,0,0,0,0,215.08,0,221.57,0,0,0,0,0,2773,0,0,,
Franklin Close 28-41 Cons,3550,0,0,2698.81,0,0,169.73,0,0,0,0,8.93,0,0,0,0,0,0,0,0,0,0,,
Friar Mews 1-43 Con,10609,0,0,8065.27,544.83,0,521.31,0,0,0,0,1930.01,983.33,0,0,0,0,0,0,6956.83,0,0,,
Curtisfield Road 24 - 28 Even,653,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Curtisfield Road 30-48,2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.26,0,0,,
James Boswell Close 10 & 11,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Samuel Johnson Close 6-8,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.93,0,0,,
Samuel Johnson Close 24-29,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.65,0,0,,
St Gothard Rd 8 Flats A-F,1266,0,0,1134.46,489.77,0,0,0,0,0,0,0,0,222.94,0,0,0,0,0,229.84,0,0,,
Berry Lane 1-24,5916,0,0,0,635.34,0,290.97,0,0,0,0,422.96,0,624.99,0,0,0,0,0,3238.63,0,0,,
Francis Barber Close 4-9,1274,0,0,0,0,0,0,0,0,0,0,317.22,0,0,0,0,0,0,0,1224.31,0,0,,
Francis Barber Close 10-12,612,0,0,0,0,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,581.82,0,0,,
" Francis Barber Close, 16-18",637,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Francis Barber Close 22-26,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.63,0,0,,
St Kitts Terrace 43-48,0,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Rommany Road 151 A-D,810,0,0,0,188.81,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,705.14,0,0,,
Bristow Road 28-38,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337.82,0,0,,
Well Close 1 - 6,1274,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,1952.03,0,0,,
Hamilton Road 60 & 60a,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856.53,0,0,,
Gipsy Road 121 Flats 1&2,413,0,0,0,138.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Lunham Road 2 Flat 1-5,899,0,0,0,725.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136.39,0,0,,
Lunham Road 14 A-E,932,0,0,0,327.34,0,0,379.97,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Camden Hill Road 31,392,0,0,0,157.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Harpenden Road 1 Flat 1&2,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.51,0,0,,
Knights Hill 144,436,0,0,0,164.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.88,0,0,,
Knights Hill 159,634,0,0,0,122.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960.08,0,0,,
Wolfington Road 78,371,0,0,0,149.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.65,0,0,,
Hainthorpe Road 2,384,0,0,0,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
St Julians Farm Road 17 Flats 1&2,334,0,0,0,322.17,0,0,0,0,0,0,0,0,0,0,23.02,0,0,0,0,0,0,,
Broxholm Road 52 Flats 1&2,436,0,0,0,181.01,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,611.62,0,0,,
Selsdon Road 35 Flats 1 & 2,396,0,0,0,127.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.94,0,0,,
Thurlestone Road 71,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.92,0,0,,
Thurlby Road 9,401,0,0,0,137.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Thurlby Road 16,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828.69,0,0,,
Thornlaw Road 73,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
1 Casewick Flats 1 - 3,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Casewick Road 167 & 169,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,0,0,,
Lanercost Road 35 Flats 1-3,528,0,0,0,110.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Rosendale Road 52 (1 & 2),417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Rosendale Road 8,0,0,0,0,137.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.99,0,0,,
Clive Road 125,292,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.69,0,0,,
Clive Road 155,364,0,0,0,-223.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Clive Road 206,397,0,0,0,153.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681.12,0,0,,
Dassett Road 12 Flats 1 & 2,275,0,0,0,76.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Maley Avenue 6,490,0,0,0,154.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Chestnut Road 67 A&B,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Chancellor Grove 51,376,0,0,0,105.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Rosendale Road 85 Flats 1-2,503,0,0,0,138.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.13,0,0,,
Parkhall Road 9a + 9b,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146.08,0,0,,
Chatsworth Way 15,538,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
