Block,RV,Boiler Repairsand Maintenance,CCTV,Cleaning,Communal Electricity,Communal Electrical Maintenance,TV Aerial,Communal Water Quality,Communal Window Cleaning,Communal Ventilation Maintenance,Concierge,Disinfestation,Dry Riser,Door Entry System,Cleaning External,Grounds Maintenance External,External Tree Maintenance,Repairsand Maintenance External,Fire Ventilation Maintenance,Repairsand Maintenance,Lift Services & Repairs,Lightning Protection,,Only blocks containing homeowners
Deerdale Road 30 & 32,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Deerdale Road 38 & 40,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Oakbank Grove 6-8,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Oakbank Grove 11-13,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Oakbank Grove 14-16,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Oakbank Grove 19-21,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Oakbank Grove 18-20,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Oakbank Grove 27-29,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,0,0,,
Oakbank Grove 35-37,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Oakbank Grove 43 & 45,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Oakbank Grove 55-57,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Templar Street 13 1&2,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Templar Street 15 1&2,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308.92,0,0,,
Burton Road 99,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Gresham Road 39,516,0,0,0,202.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Lilford Road 7 A&B,434,0,0,0,100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656.16,0,0,,
Lilford Road 9 A&B,434,0,0,0,-5.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Lilford Road 11 A&B,434,0,0,0,44.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.42,0,0,,
Lilford Road 13 A&B,434,0,0,0,90.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Akerman Road 12 1&2,355,0,0,0,161.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.3,0,0,,
Akerman Road 10 1&2,355,0,0,0,140.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.77,0,0,,
Lilford Road 23 A&B,434,0,0,0,90.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Lilford Road 3 A&B,415,0,0,0,145.6,109.44,0,0,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
Lilford Road 5 A-B,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.55,0,0,,
Akerman Road 28 1&2,499,0,0,0,112.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Claribel Road 25 Flats 1&2,485,0,0,0,333.97,101.7,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Claribel Road 26 Flats 1&2,485,0,0,0,153.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787.5,0,0,,
Claribel Road 27,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614.77,0,0,,
Claribel Road 30 Flats 1 & 2,434,0,0,0,147.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058.27,0,0,,
Claribel Road 33 Flats 1&2,434,0,0,0,145.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457.12,0,0,,
Claribel Road 35 Flats 1&2,434,0,0,0,142.56,109.44,0,0,0,0,0,105.74,0,0,0,0,0,0,0,603.83,0,0,,
Claribel Road 37 Flats 1&2,434,0,0,0,142.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Claribel Road 38 Flats 1&2,434,0,0,0,145.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Penford Street 18 Flats 1 2&3,685,0,0,0,-379.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Vaughan Road 19 Flats 1 2&3,420,0,0,0,137.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Upstall Street 4,0,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,565.55,0,0,,
Upstall Street 13,628,0,0,0,138.25,101.7,0,0,0,0,0,528.7,0,0,0,0,0,0,0,516.32,0,0,,
Flaxman Road 77 1 & 2,422,0,0,0,150.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.77,0,0,,
Coldharbour Lane 140 Flats 1&2,463,0,0,0,197.6,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Burton Road 109,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
"Loughborough Road 1 Flats 1,2 &3",660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Loughborough Road 3 Flats 1&2,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
"5 Loughborough Road, Flat 1, 2 & 5a",511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
Loughborough Road 7,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
Loughborough Road 13,532,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,685.51,0,0,,
Loughborough Road 15,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126.43,0,0,,
Loughborough Road 19 Flats 1 & 2,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Loughborough Road 29,622,0,0,0,186.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776.7,0,0,,
Loughborough Road 35a Flat 1-4,834,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,571,0,0,,
Loughborough Road 82-84,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.48,0,0,,
Loughborough Road 33 Flats 1&2,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Brixton Road 341 A-K,1638,0,0,1690.67,0,0,133.36,0,0,2595.58,0,211.48,0,356.04,1114.09,0,0,0,0,5231.59,0,0,,
Brixton Road 345 A-J,1436,0,0,1482.17,1852.56,0,0,0,0,2595.58,0,317.22,0,154.33,976.7,0,0,0,0,516.32,0,0,,
Brixton Road 349 Flats A-D,722,0,0,745.22,506.78,0,0,0,0,2595.58,0,0,0,356.04,491.07,0,0,0,0,516.32,0,0,,
Brixton Road 355 Flats A-D & 353a,887,0,0,915.52,427.34,0,0,0,0,2595.58,0,0,0,356.04,603.3,0,0,0,0,532.75,0,0,,
Rollscourt Avenue 16,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.63,0,0,,
Flodden Road 22 Flat 1-4,975,0,0,0,319.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653.06,0,0,,
Flodden Road 24 Flat 1-3,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
"Loughborough Road 53, Flats A&B Non-Blck",368,0,0,0,226.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.23,0,0,,
Eastlake Road 39 Flat 1 & 2,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Herne Hill 8,2826,9544.85,0,2916.87,2546.34,0,0,0,0,0,0,0,0,356.04,0,0,0,0,0,2228.73,0,0,,
Herne Hill 10-12 Flats 1-10,2562,0,0,2644.38,2312.25,0,0,0,0,0,0,211.48,0,423.27,0,0,0,0,0,269.97,0,0,,
Herne Hill 14,596,0,0,615.16,666.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Brixton Road 309/313 Flats A-K,2159,0,0,0,0,458.57,0,0,0,0,0,105.74,0,0,641.74,379.23,0,0,0,2122.69,0,0,,
Paulet Road 91 Flats 1-3,524,0,0,0,0,101.7,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Paulet Road 127 Flats 1&2,418,0,0,0,0,101.7,0,0,0,0,0,0,0,0,0,0,0,0,0,968.76,0,0,,
"Paulet Road 129, Flats 1 & 2",0,0,0,0,0,553.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1795.43,0,0,,
Paulet Road 133 Flats 1 2&3,528,0,0,0,0,101.7,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Lilford Road 38 A&B,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Lilford Road 40 A&B,463,0,0,0,170.17,0,0,379.97,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Lilford Road 44 A&B,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Lilford Road 56 A&B,463,0,0,0,145.27,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Lilford Road 58 A&B,472,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Paulet Road 97 Flats 1 & 2,422,0,0,0,-1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Paulet Road 99 Flats 1-4,705,0,0,0,195.53,109.44,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Paulet Road 67-133,4847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548.96,0,0,,
Paulet Road 121 A+B,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.04,0,0,,
Paulet Road 123 Flats 1&2,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.58,0,0,,
Paulet Road 131 Flats 1&2,418,0,0,0,92.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.38,0,0,,
Camberwell New Road 194 A&B,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
Brixton Road 197 A-C,566,0,0,0,159.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Brixton Road 199a B C & 201,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596.35,0,0,,
Brixton Road 207 Flats 1-3,553,0,0,0,146.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371.48,0,0,,
Brixton Road 209 Flats 1 2 & 3,687,0,0,0,138.07,0,0,0,0,0,0,0,0,0,0,314.29,0,0,0,516.32,0,0,,
Brixton Road 215 A-C,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Brixton Road 217 A-C,604,0,0,0,149.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Brixton Road 219 Flats A-C,709,0,0,0,161.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199.61,0,0,,
Brixton Road 221 A-C,600,0,0,0,154.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Brixton Road 223 A-C,604,0,0,0,146.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.63,0,0,,
Brixton Road 225 A-C,604,0,0,0,183.42,0,0,0,0,0,0,317.22,0,0,0,0,0,0,0,1330.88,0,0,,
Brixton Road 227 -229,446,0,0,0,284.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Mostyn Road 3 Flat 1-4,690,0,0,0,153.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.02,0,0,,
Mostyn Road 5 Flat 1-5,748,0,0,0,175.72,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,652.8,0,0,,
Russell Grove 15,301,0,0,0,231.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.8,0,0,,
Vassall Road 48-52,432,0,0,0,0,0,0,0,0,0,0,0,0,0,189.25,0,0,0,0,0,0,0,,
Vassall Road 54,223,0,0,0,0,0,0,0,0,0,0,0,0,0,97.69,0,0,0,0,0,0,0,,
Vassall Road 72,706,0,0,0,321.31,0,0,0,0,0,0,0,0,0,309.28,0,0,0,0,661.5,0,0,,
Vassall Road 78 Flats 1-4,710,0,0,0,0,0,0,678.72,0,0,0,0,0,0,311.03,0,0,0,0,516.32,0,0,,
Arlingford Road 6 Flats 1 2 & 3,541,0,0,0,146.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544.04,0,0,,
Arlingford Road 37-39,1231,0,0,0,757.15,958.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1940.58,0,0,,
Arlingford Road 44,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Arlingford Road 57,545,0,0,0,454.38,0,0,0,0,0,0,422.96,0,0,0,0,0,0,0,571,0,0,,
Arlingford Road 61,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732.23,0,0,,
Arlingford Road 64 Flats 1&2,380,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.41,0,0,,
" Arlingford Road 67, Flats 1,2 & 3",578,0,0,0,144.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
Arlingford Road 71,577,0,0,0,145.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2086.6,0,0,,
Bankton Road 19 Flats 1&2,392,0,0,0,156.82,130.62,0,0,0,0,0,0,0,0,0,0,0,0,0,800.38,0,0,,
Brailsford Road 6 And 8a,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Brailsford Road 10 & 12,649,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Brailsford Road 16 16b And 18,653,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,332.4,0,0,,
Brailsford Road 20,430,0,0,0,114.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Brailsford Road 32 A-C,574,0,0,0,220.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.23,0,0,,
Brailsford Road 51,499,0,0,0,139.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552.73,0,0,,
Brixton Water Lane 40-42,894,0,0,0,298.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380.74,0,0,,
Dalberg Road 4,422,0,0,0,169.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Dulwich Road 35,798,0,0,0,191.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389.61,0,0,,
Dulwich Road 41,552,0,0,0,147.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Effra Road 9,683,0,0,704.96,174.75,705.24,0,0,0,0,0,0,0,0,139.91,54.56,0,0,0,625.47,0,0,,
Effra Road 15-17,1366,0,0,1409.92,268.75,0,0,379.97,0,0,0,0,0,0,279.82,109.13,0,0,0,1186.45,0,0,,
Effra Road 35 Flats 1-4,788,0,0,0,169.15,0,0,379.97,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
Kellett Road Flats 1-5 House No S 6-8,966,0,0,0,159.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.52,0,0,,
Kellett Road 17-19,818,0,0,0,160.62,0,0,763.36,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Kellett Road Flats 1-5 House No S 21-23,1033,0,0,0,347.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136.77,0,0,,
Kellett Road Flats 1-5 House No S 29-31,1033,0,0,0,320.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640.6,0,0,,
Kellett Road 35 A & B,459,0,0,0,128.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Kellett Road 39 A-C,474,0,0,0,-1959.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Kellett Road 40 Flat 1-4,478,0,0,0,147.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Kellett Road 43 A & B,469,0,0,0,158.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.7,0,0,,
Kellett Road 56 Flats A-C,420,0,0,0,161.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093.78,0,0,,
Kellett Road 63 Flats 1&2,434,0,0,0,160.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Kellett Road 67 Flat 1-3,499,0,0,0,179.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
"Kellet Road 79, Flats 1-3",462,0,0,0,222.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.8,0,0,,
Mervan Road 9,400,0,0,0,171.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Railton Road 85-93,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Railton Road 142 A & B,451,0,0,0,137.67,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,568.59,0,0,,
Rattray Road 34,0,0,0,0,128.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861.64,0,0,,
Rattray Road 53-59,1588,0,0,0,609.44,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,701.89,0,0,,
Rattray Road 55 - Flats 1 And 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Rattray Road 57 - Flats A And B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Rattray Road 59 - Flats 1 And 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Saltoun Road 48,445,0,0,0,-908.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Cormont Road 13 Flats 1-3,524,0,0,0,158.72,101.7,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Saltoun Road 35 Flat 1-3,478,0,0,0,0,0,0,0,0,0,0,317.22,0,0,0,0,0,0,0,571,0,0,,
Saltoun Road 37 Flats 1-3,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
St Johns Crescent 20,1064,0,0,1098.21,331.87,0,0,0,0,0,0,0,0,0,144.17,0,0,0,0,1113.22,0,0,,
Welby Street 7 1st/2nd Fl & Grd Floor,493,0,0,0,141.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Lilford Road 19 Flats 1&2,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.35,0,0,,
Coldharbour Lane 275a Flats 1&2,465,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185.33,0,0,,
Loughborough Park 41,305,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Moorland Road 21 Flat 1 & 2,388,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,561.08,0,0,,
Moorland Road 15,477,0,0,0,277.07,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,54.68,0,0,,
Loughborough Park (65),0,0,0,0,81.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.72,0,0,,
Penford Street 14-16,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.02,0,0,,
Fawnbrake Road 31,565,0,0,0,160.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Haredale Road 15,822,0,0,848.43,148.05,0,0,0,0,0,0,0,0,0,118.09,0,0,0,0,516.32,0,0,,
Burton Road 97,556,0,0,0,169.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Knatchbull Road 121,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
Burton House 1-14,2339,0,0,1833.37,493.22,0,0,226.24,0,0,0,0,0,384.97,0,0,0,0,0,6697.57,0,0,,
Knatchbull Road 103,941,0,0,0,1450.08,109.44,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,,
Knatchbull Road 105,958,0,0,0,1318.12,109.44,0,0,0,0,0,0,0,0,0,0,0,0,0,616.84,0,0,,
Loughborough Road 36a + 36b,459,0,0,0,0,0,0,379.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Burton Rd 74 Flats 1&2,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Loughborough Road 44 A & B,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534.94,0,0,,
Burton Road 129 A-C,624,0,0,0,273.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Penford Street 6-8,1372,0,0,0,495.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032.64,0,0,,
Penford Street 10 Flats 1-3,686,0,0,0,625.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Knatchbull Road 62 Flats 1 & 2,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.01,0,0,,
Penford Street 16 Flats 1 2&3,686,0,0,0,152.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940.31,0,0,,
Akerman Road 8 1&2,371,0,0,0,171.34,101.7,0,0,0,0,0,0,0,0,0,0,0,0,0,506.99,0,0,,
Penford Street 13 Flat 1 2&3,674,0,0,0,150.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Welby Street 1 1st/2nd Fl & Grd Floor,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Templar Street 8,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Lilford Road 43,752,0,0,0,92.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179.72,0,0,,
Loughborough Road 16-18,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.86,0,0,,
Penford Street 9 Flats 1-3,674,0,0,0,134.64,109.44,0,0,0,0,0,0,0,0,0,0,0,0,0,651.03,0,0,,
Templar Street 12,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Penford Street 3 Flats 1-3,678,0,0,0,124.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Knatchbull Road 117 Flats 1-3,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.84,0,0,,
Knatchbull Road 65,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Knatchbull Road 55 Flats A & B,520,0,0,0,128.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Lilford Road 47,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Upstall Street 1   A+B,443,0,0,0,587.66,101.7,0,0,0,0,0,0,0,0,0,0,0,0,0,510.13,0,0,,
Burton Road 103 Flats 1-4,539,0,0,0,176.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
" Upstall Street, 5",443,0,0,0,90.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Burton Road 1-4 101,539,0,0,0,159.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Knatchbull Road 51 Flats A B&C,662,0,0,0,165.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Burton Road 94 Flats 1-3,579,0,0,0,160.9,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,1235.46,0,0,,
Calais Gate 1-48,16474,0,0,12912.78,2650.92,0,0,678.72,0,0,0,0,0,2487.19,0,0,0,0,0,38063.46,0,0,,
Coligny Court 1-9,2861,0,0,0,421.55,0,0,0,0,0,0,0,0,384.97,0,0,0,0,0,306.16,0,0,,
Mackie House 1-12,3224,0,0,3643.38,878.19,0,0,763.36,0,0,0,211.48,0,443.14,0,0,0,0,0,5786.03,0,0,,
Mackie House 13-24,3224,0,0,3643.38,878.19,0,0,763.36,0,0,0,0,0,375.9,0,0,0,0,0,2832.06,0,0,,
Homer House 1-8,1783,0,0,0,211.56,0,0,0,0,0,0,0,0,288.8,0,0,0,0,0,290.99,0,0,,
Oval House 1-8,2128,0,0,0,269.78,0,0,0,0,0,0,0,0,288.8,0,0,0,0,2260.65,548.24,0,0,,
"Mervan Road 20 Flats 1,2,3 And 18",815,0,0,0,513.86,0,0,0,0,0,0,0,0,153.81,0,0,0,0,0,246.13,0,0,,
Mervan Road 22 Flats 1&2,359,0,0,0,469.03,0,0,0,0,0,0,0,0,67.76,0,0,0,0,0,0,0,0,,
Rattray Road 96,338,0,0,0,127.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.32,0,0,,
Foxley Road 21 A-E,749,0,0,0,166.65,0,267.8,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Foxley Road 23 A-D,574,0,0,0,166.65,0,267.8,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Foxley Road 25 A-D,568,0,0,0,166.65,0,267.8,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Foxley Road 29 A-E,704,0,0,0,166.65,0,267.8,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Foxley Road 31 A-D,568,0,0,0,166.65,0,267.8,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Foxley Road 33 A-D,568,0,0,0,166.65,0,267.8,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Foxley Road 35 A-D,568,0,0,0,166.65,0,267.8,0,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
Foxley Road 37 A-E,882,0,0,0,166.65,0,267.8,0,0,0,0,0,0,0,0,0,0,0,0,650.68,0,0,,
Vassall Road 105 A-E,736,2357.62,0,0,0,0,267.8,0,0,0,0,317.22,0,384.97,322.42,0,0,0,0,3124.38,0,0,,
Vassall Road 107 A-E,718,2299.96,0,0,0,0,267.8,0,0,0,0,105.74,0,384.97,314.54,0,0,0,0,568.65,0,0,,
Vassall Road 109 A-E,718,2299.96,0,0,0,0,267.8,0,0,0,0,0,0,612.24,314.54,0,0,0,0,516.32,0,0,,
Vassall Road 111 A-E,718,2299.96,0,0,0,0,267.8,0,0,0,0,105.74,0,384.97,314.54,0,0,0,0,516.32,0,0,,
Vassall Road 113 A-E,736,2357.62,0,0,0,0,267.8,0,0,0,0,0,0,384.97,322.42,0,0,0,0,688.75,0,0,,
Vassall Road 115 A-D,566,1813.06,0,0,0,0,0,0,0,0,0,105.74,0,0,247.95,0,0,0,0,1716.06,0,0,,
Vassall Road 121 Flats 1 B C&D,502,1608.05,0,0,0,101.7,0,0,0,0,0,0,0,384.97,219.91,0,0,0,0,532.09,0,0,,
